ID,Name_lang
1441,Les Tranchantes - Quête - Oiseau espion
1442,Bougies de Malukaz
1443,Forge de l'Orbite-Sanglante
1444,Terrier de marmotte
1445,Téléporteur de la géhenne
1446,Cadavre du commandant de corps Gorax
1447,Tour de Zeth'Gor
1448,Site d'invocation non gardé
1449,Cage à wyverne verrouillée
1450,Cadavre de Gorgrom
1451,Gangrecanon de la Porte de la mort
1452,Cercle d'invocation du monticule grouillant
1453,"l'autel de Goc, et Goc ne doit pas avoir été invoqué"
1454,La Serre du Corbeau
1455,Sanctuaire arakkoa
1456,Autel du Broyeur-d'âmes
1457,Portail dimensionnel du camp de forge
1458,Débris d'épave
1459,Moulin à vent de Sabot-noir
1460,Tente totem-sinistre
1461,Monument de la famille Hyal
1462,Hutte trolle en feu
1463,Entrée du repaire d'Onyxia
1464,Dock du manoir des Flammeroles
1465,Plate-forme du seigneur du Ver
1466,Canon de la grève Fracassée
1467,canon sur le mur nord de l'Alliance.
1468,Le bûcher du Thane
1469,Cascade gelée
1470,proche des cages de chiens pestiférés à l'accostage de la Vengeance.
1471,Se tenir au comptoir du stand
1472,Chaudron de sang vrykul.
1473,Echantillons de peste de Harris.
1474,que vous soyez plus près des cages de chiens pestiférés.
1475,Tablette brisée
1476,Bateau coulé
1477,Centre de Torvheim
1478,Fête des Brasseurs - demande de chope
1479,Rune de transport de Walt
1480,Rune de transport nain de fer
1481,Lignes telluriques de Quel'Danas
1482,Tertre de Tranchépine
1483,Cristal de protection
1484,Téléporteur de la Légion
1485,Enclume de Hauthaa
1486,Tertre funéraire vrykul
1487,Anomalie sismique de la Faille-Ouest
1488,JSB - A réutiliser après la 2.4.0
1489,Puisard nérub'ar
1490,Totem de Grognecroc
1491,Chaudron d'En'kilah
1492,votre présence plus près d'un vaisseau kvaldir.
1493,votre présence au bout de la jetée chanteguerre.
1494,Ensorceleur de Béryl emprisonné
1495,Champ de force du bouclier de béryl
1496,Chaudron de peste des tanières du Trépas
1497,Puisard sud
1498,"votre présence à la croisée des Chemins, à l'est du bastion Chanteguerre."
1499,votre présence à côté de la mage de sang Laurith dans les plaines de Spore-sang.
1500,Portail du Soleil brisé
1501,Portail du Soleil brisé
1502,Machine volante écrasée
1503,Event à vapeur des champs de Geysers
1504,Faille dimensionnelle du Nexus
1505,Céréales de Comté-Lointaine
1506,Aire de Saragosa
1507,à proximité d'un puisard du Fléau.
1508,Entrée nord-ouest du nexus
1509,Brasero de Drakuru
1510,Extrémité est des tunnels de Thor Modan
1511,Hameçon de Tua'kea
1512,Brasero de Toalu'u
1513,Zone du parachute d'entraînement de Spumelevier
1514,Téléportation de parachutiste de Spumelevier
1515,Focalisateur de lignes telluriques sur la plage
1516,Focalisateur de lignes telluriques dans la forêt de Lothalor
1517,Focalisateur de lignes telluriques sous le lac
1518,Gongs de Drakil'jin
1519,Arbre de Vent-froid non récolté
1520,Fosse sous le capteur tellurique
1521,profondeurs sous les restes de Vordrassil.
1522,profondeurs sous les branches de Vordrassil.
1523,profondeurs sous les larmes de Vordrassil.
1524,Hansel Bauer
1525,Autel de Grom'thar
1526,Poste des griffons de Garde-Hiver
1527,Scierie de Nouvelle-Âtreval
1528,Arbrisseau de Vordrassil
1529,Camp de base
1530,Chemin de sortie du sanctuaire draconique Obsidien
1531,votre présence à côté de l'ingénieur de siège Quatreflash.
1532,Rune nécromantique
1533,votre présence à l'une des entrées de la mine de Garde-Hiver.
1534,Banc de saumons nordiques
1535,votre présence au centre des ruines de la côte Oubliée.
1536,de faire descendre vos passagers devant le sépulcre des Oubliés.
1537,Boule de cristal de Ruuna
1538,Ecuyer Percy
1539,que vous soyez plus près d'Alystros le Gardien verdoyant
1540,Autel de Deuillegivre
1541,d'être sur le sable du sanctuaire draconique Bronze
1542,Perchoir de faucons vrykul
1543,Feu de momie flaellée
1544,Statue rituelle drakkari
1545,Chaudron de Finklestein
1546,Sanctuaire du temps de Murmebrume
1547,Bol à offrandes
1548,Piédestal drakkari
1549,Rondin tombé
1550,Monticule de terre ancien
1551,Cratère nérubien
1552,Forgerune
1553,Piste d'envol
1554,Chariot du Fléau
1555,le cadavre de Quetz'lun et la présence du prophète de Quetz'lun non engagé dans un combat
1556,Autel de Kartak
1557,Pierre à foudre toute-puissante
1558,seigneur de guerre Zol'Maz présent sans être engagé dans un combat.
1559,Sommet du pilier Solegrâce
1560,Cercle d'invocation de la Convocation
1561,Monticule de terre fertile trempé
1562,Sommet d'un pilier de Sholazar
1563,Sommet du pilier Scintillant
1564,Exposé au cristal du pilier Sang-de-vie
1565,Uzo Mandemort
1566,Cadavre de l'archevêque Langrain et seigneur-commandant Arete non-présent
1567,Banc de délicieux poissons des récifs
1568,Chambre de résurrection de vers-de-magma
1569,Autel de Givrebide
1570,Téléporteur de Garm
1571,Thane Ufrang le Puissant présent et assis
1572,Pointes de glace du Nord
1573,Cratère glacé
1574,Infirmerie de l'avant-garde
1575,Éclat de glace
1576,le nid de la mère des couvées
1577,Point d'ancrage de K3
1578,Thane Illskar présent et lui et ses champions non engagés en combat
1579,Pile de crânes de croisés
1580,La fournaise de Malykriss
1581,Brasero d'Ahn'kahet
1582,Bloc du Sanctum de réanimation
1583,Fontaine de Dalaran
1584,Crânes du pic d'Ymirheim
1585,Chaudron de peste de Mord'rethar
1586,Orbe de Grimkor
1587,Chaudron de sectateur
1588,Pierre d'âme d'Alumeth
1589,votre présence près du lexique de puissance
1590,Ferraille fumante
1591,Autel des profondeurs d'ébène
1592,Cadavre du worg déchu
1593,Pierre de focalisation Briselance
1594,Puits de lune d'Auberdine
1595,Statue de l'ancien ours
1596,Feu de signal éteint
1597,Cercle des offrandes de Drak'Mar
1598,Cadavre de Gorat
1599,Écuries de tournoi
1600,Lumière d'Elune
1601,Griffon du Chevalier noir
1602,Bloc de pierre
1603,Le Cœur de la forêt
1604,Brasero fumant
1605,Tour de Bois-brisé
1606,Chêne d'Orneval
1607,Forge de Zoram'gar
1608,Trou d'eau asséché
1609,Site de construction de Murloc grisebrume
1610,Pierre enflammée de la grève Flamboyante
1611,Chariot cassé
1612,Plage des excavations de Songerrance
1613,Feu de cuisine fantomatique
1614,Puits de lune de Pureté
1615,Nacelle de sauvetage gobeline
1616,Partie la plus fine de la coque
1617,La Dague de la vierge
1618,Monticule de neige mystérieux
1619,Nid de raptors solécaille
1620,Grotte du mandebrume
1621,Monuments tualiq
1622,le pont de la Furie de Bor
1623,Pile de bois d'Azshara
1624,Coupe d'Elune
1625,Ruines de la combe de Nijel
1626,Brasero d'Elune
1627,Suivante d'Elune
1628,Cercle d'invocation de la Lame-Ardente
1629,Nid de rapaces
1630,de vous rapprocher de Krennan Aranas.
1631,Monticule fertile
1632,la Pierre du père
1633,Pierre d'invocation du seigneur de l'eau brûlante
1634,Fosse de fumage d'Haggrum
1635,Bien immobilier de la Plage
1636,Enclume du maître-forge
1637,Cercle de défi dos-hirsute
1638,Feu de joie de Zarlman
1639,Camp de ravitaillement de La Royale
1640,votre présence près de Dyami Plane-vent
1641,Puits de soleil
1642,Antre des silithides
1643,Tombe d'Aderic
1644,Piège à raptors
1645,Rocher solide
1646,Os de dinosaure énorme
1647,votre présence à côté de grande-mère Vent-du-faucon
1648,Entraîneur Sainturrébreutel
1649,le centre de la ruche Hazzali
1650,Chariot de produits chimiques
1651,Autel de Lycanthoth
1652,Arbre de Verinias
1653,Ancre engloutie
1654,Toilettes submergées
1655,MERCI DE ME RÉUTILISER
1656,Enclume du Crépuscule
1657,Sommet de la tour de guet de Tranchecolline
1658,Campement des infiltrateurs
1659,Toilettes ogre
1660,Lance-harpon rouillé
1661,Cercle funéraire d'Aviana
1662,Nid de Blaithe
1663,Emplacement de l'évènement vierge combattante naz'jar
1664,Le prophète de porcelaine
1665,Le brasero antique
1666,Bassin de naphte des hauteurs du Sabot-Fendu
1667,Poutre de soutènement
1668,Hauts-Fonds
1669,Poste des hippogriffes de Thal'darah
1670,Bannière de la Horde aux terres Exhumées
1671,Neige molle
1672,votre présence au bout de la mine Veine-de-Jango.
1673,votre présence à l'intérieur de l'entrée des Mortemines.
1674,Tiki de Zul'Gurub
1675,Centre du camp de la porte de Lorthuna
1676,Tour rochenoire ou Hutte à munitions rochenoire.
1677,Manoir Mantebrume
1678,Cristal de résonance pâle
1679,Cible du baril de peste de la ferme Gangrepierre
1680,Terrains de chasse de la matriarche pierre-écaille
1681,Centre du repaire d'Abyssion
1682,Flaque de lave de la traînée de Sang
1683,Cercle d'Arikara
1684,Ziggourat de la vallée des Fongus
1685,Crypte de la chapelle de l'Espoir de Lumière
1686,Feu de joie de la ziggourat de Zul'Mashar
1687,Portail du ravisseur du Crépuscule
1688,Haut de la tour des portes de la citadelle
1689,Bannière heth'jatari
1690,Mécanisme ancien
1691,Lirastrasza enchaînée
1692,Portes de Hurlevent
1693,Autel de sectateur
1694,Portail de feu
1695,Cercle rituel de sectateur
1696,Cadavre du maître-forge Finlay
1697,Portes d'Orgrimmar
1698,Ruche à miel des Mort-bois
1699,la marque de Tichondrius
1700,Conduit de réfrigération
1701,Creux de l'arbre d'obsidienne
1702,Puits de lune de Murmevent
1703,Porte élémentaire
1704,"votre présence à un camp au promontoire de Sofera ou de Gavin, la Dague de Corrahn ou l'Avancée."
1705,Ventre du Déchique-ciel
1706,Cible de bombe de Hauterive
1714,que vous soyez plus près des armes tol'vir anciennes.
1715,votre présence près d'autres œufs de la Ruche'Ashi.
1716,Colline du bois d'Arbrefer
1718,Tas de cendres
1719,Portail des flammes est
1720,Portail des flammes central
1721,Portail des flammes ouest
1722,Sanctuaire des Ancêtres
1723,Plaque vide
1724,Vortex du Néant
1725,Douves des ruines de Lordaeron
1726,Homme d’osier de l’Alliance
1727,Homme d’osier de la Horde
1728,Pierres déchaussées
1729,Rester près du stand du lancer d’anneaux
1731,Rester dans l’aire de jeux
1732,Sanctuaire de la Brise d’été
1733,Rester près d’une console de chariotte
1734,Étang de la Réflexion
1735,Débris en feu
1736,Coque bâbord
1737,Coque tribord
1738,Barre de capitaine
1739,Racine visible
1740,Cairn d’ossements
1741,Ombres de Zon’ozz
1742,Point de signal
1743,Quai hozen
1744,Feu de camp de l’Alliance
1745,Épinards d’un vert éclatant
1746,Carottes géantes
1747,Choux
1748,Melons
1749,Poireau d’été
1750,Laitue à feuilles rouges
1751,Betteraves à sucre
1752,Vous devez vous trouver près d’un feu du souvenir dans la province de Zhu.
1758,Pierre de voyant
1759,Feu de joie kunzen
1760,Sanctuaire familial de Cho
1761,Poulailler
1762,Abreuvoir du coq
1763,Centre de la fosse du Tohu-Bohu
1764,Huile yaungole
1765,Autel de Dak Dak
1766,Entrée de la caverne de la cime des Ruines
1769,Fissure de l’étang
1770,Œufs de Kri’thik
1771,Armes de Kri’vess
1772,Autel de Gor’mors
1773,Rivage des chutes de la Sérénité
1774,Cœuracine de Kypari Kor
1775,Marque de l’impératrice
1776,Structure sra’vess
1777,Position défensive du festival de Brasse-Lune.
1778,Survivant de la bataille
1779,Survivant de la bataille
1780,Cadavre de la grande inquisitrice Blanchetête
1781,Vous devez vous trouver près d’un nourrisseur mantide dans le Cœur de la peur.
1782,Madame Goya
1783,Perturbation sha
1784,Grande ruche
1785,Chutes dorées
1787,Emblème de Kril’mandar
1788,Vous devez vous trouver près d’un relais sonique inactif à l’extérieur du cœur de la Peur.
1790,Cercle d’invocation d’Ogudei
1791,Site de construction jinyu
1792,Site de construction actif
1793,vous devez vous trouver près d’une réserve de poudre.
1794,Cimetière tenu par la Horde
1795,Tour tenue par la Horde
1796,Cimetière tenu par l’Alliance
1797,Tour tenue par l’Alliance
1799,Site de construction gnome
1801,Site de construction nain
1802,Emplacement pour insecte
1803,Tablette de l’empereur
1804,Site de construction elfe de la nuit
1805,Caisses d’explosifs gobelins
1806,Avant-poste tenu par la Horde
1807,Avant-poste tenu par l’Alliance
1808,lieu du dernier repos de Gura le Repris.
1809,lieu du dernier repos de Haqin des cent Lances.
1810,lieu du dernier repos du maître-forge Deng.
1811,lieu du dernier repos du foudromancien Vu.
1813,Enclume des forges du Tonnerre
1814,la prison d’Exurotus à proximité.
1816,Event - AO - Mineral Node
1818,Siège du chef de Shaz’gul.
1819,Pavillon principal de Shaz’gul.
1820,Autel rituel de Shaz’gul.
1821,la hutte de ravitaillement de Shaz’gul.
1822,Portail foudreguerre
1823,Portail foudreguerre non protégé
1824,Cristal de la ferme.
1825,Cristal est.
1826,Machine de guerre de la Horde de Fer à proximité.
1827,Creuset draeneï
1828,Cristal d’arkonite dans les Jardins des Murmures.
1829,Cœur ardent de Krosnis
1831,Geyser sifflant.
1832,Gangrecristal
1833,Anneau de feu
1834,Pierre d’oracle.
1835,Objectif de Gazleu
1836,Objectif de Thaelin
1837,la hutte d’Ishaal à proximité.
1838,Chasseur des ombres mort
1839,la hutte de Zellek à proximité.
1840,Bûcher cérémonial
1841,le seigneur sorcier Morkurk à proximité.
1842,l’eau de la cabane de pêche du fief
1843,l’Artéfact mystérieux à proximité.
1844,votre présence près du cadavre prêtre de la Serre Zekk.
1845,votre présence près de la terrasse de l’Aube.
1846,Fief - Étude de scribe
1847,Éclair de Lune focalisé
1848,Sceptre d’Oru’kai
1849,Bâton d’Oru’kai
1850,Sanctuaire de Terokk
1851,Point de lave surchauffé
1853,Centre de tri
1854,une porte démoniaque.
1855,JMC - Spell Focus
1856,un crystal irradié au lac Rivargent.
1857,Sépulture violée
1858,que vous vous trouviez au centre de votre fief.
1859,Creuset du Néant
1860,Tome de transmutation
1861,Enclume d’Alard
1862,Forge d’Alard
1863,Établi d’Alard
1864,Pierre du firmament
1865,Baquet de trempage d’Alard
1866,Arène de défi des Crocs-Noirs
1867,Baquet de trempage gelé
1868,Pierre à aiguiser d’Alard
1869,Forge de Sabot-Vert
1870,Enclume de Sabot-Vert
1871,Enclume de gangreforge
1872,Gangreforge
1873,Établi de gangreforge
1874,Baquet de trempage de gangreforge
1875,Métier à tisser régalien
1876,Table de finition de Tanithria
1877,Table de finition de Lyndras
1878,Hutte de joaillerie
1879,Table de finition de telluriste
1880,Cuve de teinture ambrée
1881,Bateau de sapeur de Griseveille
1882,Assemblage tailleur de gemmes apogide
1883,[UNUSED]Irewing's Feeding Pit
1884,Poste d’alchimie de Dalaran
1885,Train des quais de Fer
1886,Puits de lune ancien
1887,Portail gangre-lié
1888,Chevalet de tannage de Namha
1889,Établi de Namha
1890,7.0 Artifact - Shaman - Mylra's Spawn Spell
1891,Autel des champions
1892,Console du protecteur
1893,être près de Thalyssra à Shal’Aran.
1894,Autel de Sinistraile
1895,Focalisateur de mana
1896,être près de votre forge prodigieuse
1898,un lit vide au Refuge des saisons de Tel’andu
1899,Pousse de Shaladrassil
1900,Sol riche
1901,Sanctuaire d’Ursol
1902,Forge à oblitérium
1903,Echantillon du puits inerte
1904,Autel des Tempêtes
1905,Creuset du Néant surpuissant
1906,être dans le hall du Commerce
1907,Bûcher des âmes de Haustvald
1908,Tourbillon du Courroux d’Azshara
1909,Tertre de chasse de Jorhuttam
1910,Portail démoniaque de la Gueule du Brasier infernal
1911,Hall de formation aux Arcanes
1912,Téléporteur de l’atelier
1913,Ligne tellurique
1914,Les favoris d’Odyn
1915,La légende d’Odyn
1916,Logis de travail du cuir de Hrul
1917,Pierre du firmament
1918,Celea
1919,Bouton de lys apaisant
1920,Point d’observation
1921,Cuisine expérimentale de Nomi
1922,Tente sephrak
1924,Lieutenant annihiléen
1925,Sceau de l’armurerie du triumvirat
1926,que vous soyez à proximité de la clé.
1927,que vous vous trouviez près de la Flèche sephrak.
1928,que vous vous trouviez près d’un cadavre infecté.
1929,La source Éternelle
1930,Creuset de Halo-du-Néant
1931,que vous vous rapprochiez d’un monticule de squelettes.
1932,Sanctuaire de Thun’ka
1933,Cascade Rocherouge
1934,que vous vous rapprochiez du sanctuaire de Torga.
1937,Brutosaures menacés
1938,Nécessite Ben’jin le Docile
1939,Bâtiment de l’Alliance
1940,Foule en colère
1941,Démolisseur du bois Cramoisi
1942,Quais du port de Zem’lan
1943,Mémorial du port de Zem’lan
1944,Champ de bataille du port de Zem’lan
1945,Autel du port de Zem’lan
1946,la présence d’un esprit
1947,que vous vous trouviez au port de Ruinepierre.
1948,Emplacement idéal pour le télescope
1949,Porte de la tempête
1950,Orbe de sang
1951,Crâne énorme
1952,Âme du frère Addington
1953,Autel des abysses
1954,que vous vous rapprochiez d’une blessure d’azérite.
2055,Recyclage
2056,que vous vous trouviez au centre de la brèche d’azérite principale.
2057,Tour de signal
2058,que vous vous trouviez au centre de la chambre du Cœur.
2059,que vous vous trouviez près d’un brutosaure qui aime cette nourriture et a faim.
2060,votre présence près d’une faille temporelle.
2061,8.1 SoS Pre Raid - Void Stone Cast - KAP
2062,Enclume de forge khaz’gorienne
2063,votre présence près des marcheurs des esprits de la Retraite de Roche-Soleil.
2064,"votre présence près du marcheur des esprits Ussoh, aux Pitons-du-Tonnerre."
2065,Bateau de Zelling près du Talion noir
2066,Eaux infestées d’anguilles
2067,Feu de camp
2068,que vous vous trouviez près d’un morvophage vorace.
2069,une pile de cadavres craquépines.
2070,Noyau d’énergie naga
2071,Station de recharge
2072,Cœur d’Azeroth
2073,Focalisateur abyssal restauré
2074,Focalisateur abyssal renforcé
2075,Focalisateur abyssal rayonnant
2076,Convergence de lignes telluriques
2077,Vase de l’Évacuation
2078,Décombres de Revendreth
2079,Focalisateur du Vide
2080,Focalisateur du Vide renforcé
2081,Focalisateur du Vide effroyable
2082,Rochers infranchissables
2083,Tourbière
2084,votre présence près d’une ancre inerte.
2085,La flamme éternelle
2086,Énorme tambour
2087,votre présence près du tombeau d’Uther.
2088,Forge Éternelle
2089,Vase bouillonnante
2090,Brasier bordemonde
2091,que vous soyez debout dans la zone de départ.
2092,Comment bien s’occuper des âmes
2093,Colosse désavoué
2094,Forge purificatrice de maldracite
2095,Crypte des Oubliés
2096,orbes de réhabilitation mentale disponibles.
2097,que vous vous rapprochiez du portail du Vide.
2098,Déchirure de corruption
2099,Colosse désavoué
2100,Faille chatoyante
2101,Boîte aux lettres des Redelav
2102,Survivante prudente
2117,Autel runique
2118,Tourbière boueuse
2119,Bassin de la réflexion
2120,Flamme éternelle
2122,Puits d’anima vide
2123,Cible d’entraînement nécrotique
2124,Nid de sombraile
2126,que vous vous rapprochiez d’une noctegraine drainée.
2127,Forge d’acier d’âme
2128,Ouest de la rivière Gorgoa
2129,Source de la rivière Gorgoa
2130,que vous vous trouviez dans l’arène d’Athanos.
2131,Gardienne des âmes
2132,Réservoir d’anima
2134,Fleur du marais des Affres
2135,Tourbière bouillonnante
2136,Chaudron bouillonnant
2137,Sanctuaire du Répit
2138,Porte calcinée
2139,Miroir caché
2140,Source d’eau pure
2141,Cercle de champignons
2142,test - ljs
2144,Chantier
2145,NPC Construction Site
2146,Sanctuaire sacré
2147,Portail vers Tourment
2148,Transept du sanctuaire du Conseil
2149,votre présence dans le nord de Dalaran.
2150,votre présence dans le sud-est de Dalaran.
2151,votre présence à l’extrémité sud de Dalaran.
2152,Cache précieuse
2153,Rock Outcropping
2154,que vous vous rapprochiez du champ arcanique.
2155,que vous vous rapprochiez du centre des archives d’Azur.
2156,Chromie et Éternia
2157,Énigmes sagaces : un guide de poche
2158,[DNT]you must be near the Shikaar Banner of Cunning.
2160,[DNT]you must be near the Shikaar Banner of Might.
2161,Tribune de transformation
2162,être à côté d’un coin de pêche rohart à gros malabars.
2163,Établi de Thomas
2164,Paillasse d’alchimie
2166,Atelier de bricolage
2168,Établi de joaillerie
2169,Établi de travail du cuir
2173,Lutrin d’enchantement
2174,Table de couture
2175,Table à dessin de calligraphie
2176,Autel de la putréfaction
2177,Forge du Gardeterre
2178,Métier à tisser d’azur
2179,Métier à tisser temporel
2180,Marmite commune
2181,votre présence au moteur de l’Innovation à Valdrakken.
2182,votre présence sur le site de rituel
2183,Main secourable
2184,Grand seau d’eau
2185,Brasero de la Folie
2186,votre présence dans la partie la plus haute de l’ossuaire Voilé.
2187,Forge d’ombreflamme
2188,Enclume d’ombreflamme
2189,Table de travail du cuir d’ombreflamme
2190,Table d’incantation d’ombreflamme
2191,Myrrit à Terreau
2194,une forge renforcée.
2196,Manne d’émeraude
2197,Pierre onirique farouche
2202,Zone de jeu de Hearthstone
2208,une source de lumière plus vive.
2209,Coin de chasse aux scorpions
2215,Forge de Mereldar
2216,Caracrabe perlescent
2217,Forge
2220,Tombe sans nom
2222,Plante de K’aresh
2223,Tempête active
2224,un match de Duos infâmes en cours
2225,Cellule de stase de Pulséclate
2226,Refuge dissimulé de Zo’vox
2227,Clé de portail de Cœur-du-Vide
2228,Cachette de Grail
2229,tuant d’abord tous les adversaires de base dans un match de Duos infâmes
2233,Tourbe violette
2234,Cachette du fourgue-arcane Iz’zer
