Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Seigneur Godfrey,"S’appuyant sur son passé de noble gilnéen et agent réprouvé, le seigneur Godfrey, rusé et plein de ressources, porte deux pistolets et commande à d’impitoyables goules dévoreuses de chair.",0.6846315,0.3353293,100,64,1072,5,2164,315,0,0,-1
Dame Naz’jar,"Dame Naz’jar a joué un rôle essentiel lors de la reconquête de Vashj’ir face aux sauvages kvaldirs, gagnant la faveur de sa reine, Azshara. Récemment, elle a mené un assaut contre Neptulon et réussi à coincer le puissant seigneur élémentaire dans sa salle du trône.",0.50499004,0.21556878,101,65,1045,1,28310,323,0,0,-1
"Commandant Ulthok, le prince purulent","Ulthok est un être incroyablement vieux envoyé par ses maîtres, les Dieux très anciens, pour aider dame Naz’jar à envahir le Trône des marées. Maniant des pouvoirs occultes, Ulthok commande à des légions de sans-visages dans les profondeurs entourant Vashj’ir.",0.50499004,0.42514968,102,65,1044,2,28314,323,0,0,-1
Torve-esprit Ghur'sha,"Après ses vaillants efforts à la brèche Abyssale, le chaman du Cercle terrestre, Erunak Parlepierre, a été enlevé par les troupes nagas et réduit en esclavage par le torve-esprit Ghur’sha. On craint que cette aberration parasite n’ait pris le contrôle total de l’esprit et du corps d’Erunak, ainsi que de ses techniques chamaniques dévastatrices.",0.67465144,0.19311368,103,65,1046,3,28322,322,0,0,-1
Ozumat,"Les histoires circulant en Azeroth à propos du monstrueux kraken qui terrorisait les bateaux en haute mer n'étaient plus que légendes... mais plus maintenant. Par des moyens maléfiques, les Nagas ont plié Ozumat, le patriarche de tous les krakens, à leur volonté et l'ont lancé contre Neptulon et ses serviteurs.",0.3253496,0.19311368,104,65,1047,4,28318,322,0,0,-1
Rom'ogg Broie-les-Os,"Rom’ogg Broie-les-Os, un des rares Ogres du « lien manquant » d’Outreterre, a piqué l’intérêt du culte du Marteau du crépuscule parce qu’il traite les Ogres sans aucune pitié. Il règne maintenant sur la salle d’incinération, rassasiant sa faim de tourments sur d'autres.",0.5,0.70209587,105,66,1040,1,2356,283,0,0,-1
"Corla, héraut du Crépuscule","Ancienne mage accomplie du Kirin Tor, Corla sert désormais le Marteau du crépuscule avec une dévotion à toute épreuve. Elle bénit ses camarades zélotes en collectant des essences de dragons du Néant pour transformer ces croyants en dangereux drakônides du Crépuscule.",0.27045947,0.16317356,106,66,1038,2,2361,284,0,0,-1
Karsh Plielacier,"L’énorme drakônide Karsh Plielacier œuvre à la forge du Crépuscule, concevant des armes de guerre à partir d’un vif-argent rare. Bien que le travail de Karsh soit quasiment incassable dans des circonstances normales, à haute température, il devient aussi cassant que du fer rouillé.",0.47005993,0.6646707,107,66,1039,3,2371,284,0,0,-1
La Belle,"Le passé de La Belle est un conte aussi vieux que le temps, une chanson aussi ancienne que le vers. Après le massacre de son compagnon, La Bête, par des héros au pic Rochenoire, elle et ses quatre chiots restants unirent leurs forces à celles du Marteau du crépuscule, afin de punir les créatures qui avaient tué son compagnon.",0.66467136,0.8443115,108,66,1037,4,2378,284,0,0,-1
Seigneur ascendant Obsidius,"Pour son inflexible dévotion et son penchant pour la cruauté, le puissant chaman Dessirik le Dépravé a obtenu l’ascension : un sombre rituel qui lui a insufflé des pouvoirs élémentaires, le transformant en une monstruosité connue sous le nom de seigneur ascendant Obsidius.",0.68962157,0.50748503,109,66,1036,5,2385,284,0,0,-1
Corborus,"Aile de mort a réduit en esclave l’énorme girever Corborus et l’a poussé à déterrer de grandes quantités d’élémentium, nécessaire pour forger les nouvelles plaques de l’Aspect dragon. Cependant, après le départ d’Aile de mort, Corborus s’est libéré et, aveuglé par la colère, se déchaîne dans le Cœur-de-Pierre.",0.6297411,0.5973054,110,67,1056,1,2394,324,0,0,-1
Peau-de-Pierre,"Grâce à ses pouvoirs d’Aspect de la terre amplifiés par les Dieux très anciens, Aile de mort a facilement influencé les wyrms de pierre pour qu’ils servent le Marteau du crépuscule. La plus ambitieuse de ces créatures, Peau-de-Pierre, espère gagner la faveur d'Aile de mort en exterminant tout intrus assez audacieux pour pénétrer dans le Cœur-de-Pierre.",0.3702597,0.44760478,111,67,1059,2,2401,324,0,0,-1
Ozruk,"Ozruk est le gardien du Cœur-de-Pierre depuis la création du Tréfonds. On ne sait pas pourquoi il est resté sur place, mais il est maintenant évident que le gardien pense que toute personne s’opposant à Aile de mort est une menace pour le Tréfonds et doit donc être détruite.",0.50499004,0.23053885,112,67,1058,3,2405,324,0,0,-1
Grande prêtresse Azil,"La grande prêtresse Azil est l’une des rares à avoir survécu à la communion avec les maîtres surnaturels du culte du Marteau du crépuscule, même s’il ne reste plus grand-chose de sa raison. Elle insuffle la terreur chez les sectateurs de rang inférieur afin qu'ils se sacrifient sans hésitation quand leurs maîtres le leur ordonnent.",0.5748506,0.38772452,113,67,1057,4,2411,324,0,0,-1
Grand vizir Ertan,"Ertan défend la cime du Vortex, suivant les ordres de son maître, Asaad, contre tout terrestre qui oserait faire irruption dans le royaume. Pour remplir son devoir, la noble élémentaire a obtenu la maîtrise des forces primitives de la foudre et du vent.",0.5499004,0.44760478,114,68,1043,1,2419,325,0,0,-1
Altairus,"L’immense wyrm des tempêtes Altairus maintient une vigilance inflexible sur les plateformes flottantes de la cime du Vortex. Les énergies même des tempêtes traversent tout son être, et on dit qu’il commande aux courants de vent qui secouent la forteresse élémentaire.",0.51996017,0.8218564,115,68,1041,2,2425,325,0,0,-1
"Asaad, calife des zéphyrs","Le redoutable élémentaire Asaad a été nommé gardien de la cime du Vortex par Al’Akir en personne. Maintenant que Siamat, le seigneur du vent du Sud, est emprisonné par les tol’vir de Neferset, Asaad pense qu’il peut atteindre le conclave du Vent s’il remplit correctement son devoir.",0.30039954,0.3802395,116,68,1042,3,2431,325,0,0,-1
Général Husam,"Les Titans en personne désignèrent le général Husam comme l’un des plus grands gardiens d’Uldum. Après la guérison de la malédiction de la chair des Tol’vir de Neferset par Siamat, le seigneur du vent du Sud, Husam dirigea une rébellion qui finit par l’emprisonnement de l’élémentaire d’air.",0.3752497,0.42514968,117,69,1052,1,2437,277,0,0,-1
Claque-Mâchoire,"Pendant l’insurrection chaotique des Néferset contre Siamat, le pygmée Augh a chapardé tous les trésors qu’il a pu trouver dans l’ancienne cité tol’vir. Parmi ceux de sa race, Augh est aussi respecté pour sa fourberie que pour son féroce familier crocilisque, Claque-Mâchoire.",0.674651,0.724551,118,69,1054,2,2442,277,0,0,-1
Grand prophète Barim,"Le grand prophète Barim est le chef spirituel consacré des Neferset. Avec le général Husam, il a rassemblé ses camarades de Neferset contre Siamat et emprisonné l’élémentaire d’air. Malgré tout, une force obscure pousse toujours Barim et ses fidèles à terroriser Uldum.",0.270459,0.657186,119,69,1053,3,2455,277,0,0,-1
Siamat,Purger la malédiction de la chair des Tol’vir de Neferset a considérablement épuisé le redoutable élémentaire Siamat. C’est pendant cette période de vulnérabilité que les tol’vir ont frappé et emprisonné par magie Siamat au centre de leur antique cité balayée par le sable.,0.4151698,0.5523952,122,69,1055,4,2474,277,0,0,-1
Gardien du temple Anhuur,"Au cours des derniers jours de l’utilisation des salles de l’Origine par les forces titanesques, le gardien du temple Anhuur a été doté de la volonté nécessaire pour manipuler la Lumière. Ainsi habilité, il a été chargé de juger la pureté de ceux qui pénètrent dans l'installation.",0.5848307,0.62724555,124,70,1080,1,2489,297,0,0,-1
Enrageterre Ptah,"À l’extérieur de la tombe de l’enrageterre Ptah, le sable est couvert d'os de créatures purifiés par Anhuur. On dit que Ptah peut plier ces restes à sa volonté et les lancer contre les êtres qui réussissent à passer la première ligne de défense de l’installation.",0.5,0.49251497,125,70,1076,2,2540,298,0,0,-1
Anraphet,"L’unité de maintenance Anraphet a été créée pour s’occuper des opérations internes des salles de l’Origine. Dans l’éventualité où l’installation serait contaminée par des entités étrangères, Anraphet accéderait à des programmes conçus pour annihiler les intrus par tous les moyens nécessaires.",0.5598805,0.14071846,126,70,1075,3,2551,297,0,0,-1
"Isiset, assemblage de magie",Isiset sert à réguler les énergies arcaniques contenues et produites par les salles de l’Origine. La légende raconte que cet assemblage est devenu obsédé par sa propre maîtrise des Arcanes et la perfection dont il semble être pourvu.,0.31037956,0.5,127,70,1077,4,2555,299,0,0,-1
"Ammunae, assemblage de vie","Bien que conçu pour réduire Azeroth à ses éléments de base, le système de réorganisation dans les salles de l’Origine crée également une vie nouvelle. Pour cela, l’assemblage Ammunae régule les énergies naturelles qui courent dans l’installation pour s’assurer que la vie existera dans l'Azeroth reforgée.",0.47504994,0.74700606,128,70,1074,5,2565,299,0,0,-1
"Setesh, assemblage de destruction","Étant donné le but des salles de l’Origine, les Titans ont jugé nécessaire de créer Setesh, un assemblage qui détient les pouvoirs de destruction. Si jamais Setesh venait à être corrompu, les résultats seraient désastreux.",0.63972116,0.49251497,129,70,1079,6,2666,299,0,0,-1
"Rajh, assemblage du soleil","Rajh surveille les énergies qui ont à la fois insufflé la vie et l’ont reprise à un nombre incalculable de ses semblables. Considéré comme le plus puissant de ses pairs, Rajh détient le pouvoir de libérer la fureur d’un millier de soleils sur Azeroth.",0.47504994,0.25299394,130,70,1078,7,2926,299,0,0,-1
Général Umbriss,"Tandis que les champions d’Azeroth et leurs alliés, les dragons rouges, attaquent les portes de Grim Batol, le maléfique général Umbriss dirige les sectateurs et les défenseurs draconides du Crépuscule de la forteresse.",0.40518978,0.6871258,131,0,0,1,29541,293,0,0,-1
Maître-forge Throngus,"Forgeron du culte du Marteau du crépuscule, ce gigantesque Ettin est désireux d’utiliser les armes et armures qu’il a forgées pour annihiler les envahisseurs.",0.515,0.3,132,0,0,2,816,293,0,0,-1
Drahga Brûle-Ombre,"Ce messager du Marteau du crépuscule est en mission pour le bastion du Crépuscule. Si des héros parvenaient à vaincre ses serviteurs embrasés, Drahga révélerait un présage fatal pour les défenseurs d’Azeroth.",0.6946116,0.19311368,133,0,0,3,3364,293,0,0,-1
"Erudax, le duc d’En bas","Aile de mort a envoyé un de ses meilleurs lieutenants pour découvrir le secret pour lequel plusieurs puissants dragons rouges ont donné leur vie. Depuis le royaume caverneux du Tréfonds, ce général sans-visage agira sur la prochaine génération de pouvoir draconique pour détruire ceux assez fous pour le défier.",0.8562618,0.74700606,134,0,0,4,3374,293,0,0,-1
Argaloth,"Incapables de retenir l’imposant seigneur des abîmes Argaloth dans les cellules du fort Pourpre de Dalaran, les magi du Kirin Tor n’ont pas eu d’autre choix que de confiner le puissant démon sous Tol Barad.",0.8043925,0.6347306,139,75,1033,1,2602,282,0,2,15
Occu’thar,"Ce féroce démon se libéra de sa cage et parvint à accéder à l’aile ouest de la prison, dévorant tous les détenus qui s’y trouvaient. La gloutonnerie d’Occu’thar eut pour résultat un corps trop gonflé pour échapper à son environnement, transformant de ce fait cette aile de la prison en sa nouvelle cellule de détention.",0.15568893,0.6317773,140,75,1250,2,2605,282,0,2,15
Conclave du Vent,"Maintenant que Siamat, seigneur du vent du Sud, est emprisonné par les Tol’vir de Neferset, les lieutenants d’Al’Akir cherchent à prendre sa place au conclave du Vent. Les membres restants sont Anshal, seigneur du vent d’Ouest, dont les vents violents peuvent soigner ou empoisonner, Rohash, seigneur du vent d'Est, dont les tempêtes peuvent réduire les plus hautes montagnes en poussière, et Nezir, seigneur du vent du Nord, dont les blizzards ont davantage tué que tous les autres réunis.",0.47504994,0.26047897,154,74,1035,1,3166,328,0,2,15
Al’Akir,"Doué d’une grande intelligence et très astucieux, Al’Akir le seigneur des Vents était autrefois le plus grand tacticien des épouvantables armées des Dieux très anciens. Après le cataclysme, il a suivi Aile de mort et a retourné ses pouvoirs quasi divins contre nombres de Tol'vir, l'ancienne némésis des élémentaires d'air.",0.47504994,0.5,155,74,1034,2,3021,328,0,2,15
Halfus Brise-Wyrm,"Imprégné d’une puissance et d’une endurance anormales par Cho’gall, l’ettin Halfus Brise-Wyrm capture des dragons pour les utiliser comme catalyseurs dans les rituels du Marteau du crépuscule. Il a dans ce but réduit en esclavage un béhémoth proto-dragon afin qu'il l'aide à traquer ses proies ailées.",0.5349303,0.19311368,156,72,1030,1,2959,294,0,2,15
Theralion et Valiona,"Devenus adultes par magie, Valiona et Theralion devaient servir de modèles pour une nouvelle couvée de dragons du Crépuscule, poussant leurs frères à purger Azeroth de toute vie. Au lieu de cela, ils gâchent leurs incroyables pouvoirs en se chamaillant et en se bagarrant sans cesse.",0.53992033,0.7844312,157,72,1032,2,2994,294,0,2,15
Conseil d’ascendants,"Les membres du conseil d’ascendants, les sectateurs les plus puissants du Marteau du crépuscule à avoir été corrompus en êtres élémentaires, ont depuis longtemps oublié leur existence de simples mortels. Depuis leur sanctum maléfique, ils surveillent la sélection des nouveaux candidats à l'ascension.",0.42514983,0.4550898,158,72,1028,3,3109,295,0,2,15
Cho’gall,"Sous le contrôle de Cho’gall, le clan orc du Marteau du crépuscule a été transformé en un culte meurtrier obsédé par les Dieux très anciens et leur héraut, Aile de mort. Un contact prolongé avec son sinistre maître a déformé de façon horrible l’esprit et le corps de Cho’gall.",0.73453194,0.7544911,167,72,1029,4,3165,295,0,2,15
Sinestra,"Autrefois première compagne d’Aile de mort, Sinestra créa les premiers dragons du Crépuscule, mais fut par la suite anéantie par l’une de ses terrifiantes créations. Désormais, Sinestra, enveloppe ravagée réanimée par une magie insidieuse, surveille la création de nouvelles couvées du Crépuscule.",0.49001998,0.34281433,168,72,1082,5,3226,296,0,2,12
Système de défense Omnitron,"On considérait autrefois le système de défense Omnitron comme la plus grande merveille technologique des nains sombrefer. Quand Nefarian arriva à la descente de l’Aile noire, il reprogramma le système fatigué pour qu’il annihile tout intrus dans ses laboratoires.",0.6546913,0.5748503,169,73,1027,1,3193,285,0,2,15
Magmagueule,"Magmagueule est un colossal ver de lave invoqué depuis les terres de Feu il y a des siècles par les serviteurs sombrefer de Ragnaros. Nefarian le considère généralement comme un nuisible inquiétant, mais a fini par aimer nourrir la bête de ses expériences ratées... et serviteurs.",0.27544948,0.5748503,170,73,1024,2,3310,285,0,2,15
Atramédès,"Atramédès, ou expérience 25463-D, est une tentative ratée de conférer des sens améliorés à un dragonnet noir. Le baume toxique appliqué sur le rejeton l'a privé de la vue, le forçant à ne compter que sur son ouïe et son odorat pour survivre. Une histoire tragique... si Atramédès n'était pas aussi mauvais.",0.47504994,0.32784426,171,73,1022,3,3072,286,0,2,15
Chimaeron,Terrifiant. Moche. Méchant. Tuez-le.,0.2455094,0.70209587,172,73,1023,4,3008,286,0,2,15
Maloriak,"L’Humain Malory était un jeune alchimiste brillant avant de se faire enlever par Nefarian. Ce dernier fusionna le corps de l'alchimiste avec celui d’un jeune dragon. Le résultat de cette fusion, Maloriak, est un serviteur bredouillant qui ne possède que de lointains restes de son ancienne intelligence.",0.7145718,0.70209587,173,73,1025,5,2929,286,0,2,15
Fin de Nefarian,"Le fils d’Aile de mort, Nefarian, est devenu tristement célèbre à cause de ses sinistres efforts pour créer des dragons chromatiques à partir des essences de divers Vols d’Azeroth. Après sa mort au repaire de l’Aile noire, il a été réanimé et chargé par Aile de mort de continuer ses insidieuses tentatives.",0.48003995,0.70209587,174,73,1026,6,3276,286,0,2,15
Grand prêtre Venoxis,"Autrefois envoyé pour tuer Hakkar, Venoxis devint l’esclave de la meurtrière entité avant de mourir face aux héros d’Azeroth. Grâce aux efforts des agents de l’écorcheur d’âmes, Venoxis a été arraché du monde des esprits et a reçu l’ordre de défendre Zul'Gurub avec ses venimeux serviteurs serpents.",0.5099801,0.53742516,175,76,1178,1,2787,337,0,0,-1
Seigneur sanglant Mandokir,"L’infâme seigneur sanglant Mandokir a eu une mort atroce avant que les Trolls scalp-rouge ne profanent son corps il y a des années. La rumeur dit maintenant que Mandokir foule à nouveau les jungles de Strangleronce, utilisant le cadavre du puissant chef scalp-rouge Gan’zulah comme hôte pour son esprit malveillant.",0.60479087,0.7994013,176,76,1179,2,2610,337,0,0,-1
L’antre de la Folie - Gri’lek,"Parmi les esprits haineux de l’antre de la Folie se trouve Gri’lek, un Troll sinistre dépouillé de ses techniques régénératrices par les Loas ; Renataki, un guerrier sadique tristement célèbre ; Hazza’rah, un voyant tourmenté par de sinistres visions de l'avenir ; et Wushoolay, un puissant combattant imprégné de la puissance des tempêtes.",0.599801,0.462575,177,76,788,3,2504,337,0,0,-1
L’antre de la Folie - Hazza’rah,"Parmi les esprits haineux de l’antre de la Folie se trouve Gri’lek, un Troll sinistre dépouillé de ses techniques régénératrices par les Loas ; Renataki, un guerrier sadique tristement célèbre ; Hazza’rah, un voyant tourmenté par de sinistres visions de l'avenir ; et Wushoolay, un puissant combattant imprégné de la puissance des tempêtes.",0.6367,0.462575,178,76,788,4,3508,337,0,0,-1
L’antre de la Folie - Renataki,"Parmi les esprits haineux de l’antre de la Folie se trouve Gri’lek, un Troll sinistre dépouillé de ses techniques régénératrices par les Loas ; Renataki, un guerrier sadique tristement célèbre ; Hazza’rah, un voyant tourmenté par de sinistres visions de l'avenir ; et Wushoolay, un puissant combattant imprégné de la puissance des tempêtes.",0.599801,0.51497,179,76,788,5,2501,337,0,0,-1
L’antre de la Folie - Wushoolay,"Parmi les esprits haineux de l’antre de la Folie se trouve Gri’lek, un Troll sinistre dépouillé de ses techniques régénératrices par les Loas ; Renataki, un guerrier sadique tristement célèbre ; Hazza’rah, un voyant tourmenté par de sinistres visions de l'avenir ; et Wushoolay, un puissant combattant imprégné de la puissance des tempêtes.",0.601905,0.414711,180,76,788,6,2498,337,0,0,-1
Grande prêtresse Kilnara,"Quand la grande prêtresse Arlokk a été tuée, la loa panthère Bethekk choisit sa sœur, Kilnara, comme nouveau champion mortel. Soutenant le pacte récent entre les tribus gurubashi et zandalar, Kilnara a lancé ses serviteurs, de sauvages panthères, sur les habitants sans méfiance de la région.",0.48003995,0.20059872,181,76,1180,7,2692,337,0,0,-1
Zanzil,"Envoyé en exil par la tribu Casse-crâne pour avoir transformé ses frères trolls en esclaves décérébrés, Zanzil a depuis été accepté parmi les Gurubashi par Jin’do le Briseur de dieux en échange de son soutien aux troupes de Zul’Gurub. Il est notoire que ses élixirs toxiques peuvent même faire sortir les morts de leurs tombes.",0.31733844,0.24550891,184,76,1181,8,2508,337,0,0,-1
Jin’do le Briseur de dieux,"Après sa défaite à Zul’Gurub, l’esprit de Jin’do était tourmenté par son échec à accomplir la volonté d’Hakkar. Jin’do a trouvé récemment un moyen de revenir dans le monde et réduit en esclavage l’écorcheur d’âmes. Infusé des terribles pouvoirs du redoutable dieu, Jin'do prévoit de rendre à l'empire gurubashi son ancienne gloire.",0.48502997,0.39520955,185,76,1182,9,2899,337,0,0,-1
Akil’zon,"En tant qu’ancien chaman de la tribu des Amani, Akil’zon possédait une technique surnaturelle quand il travaillait avec l’élément air. Ce talent a attiré l’attention du seigneur des maléfices Malacrass et a permis au dieu aigle des Trolls de trouver un hôte facilement.",0.35528967,0.23053885,186,77,1189,1,2521,333,0,0,-1
Nalorakk,"Le seigneur des maléfices Malacrass considérait Nalorakk, réputé à la fois pour sa redoutable rage et sa force sauvage sur le champ de bataille, comme le vaisseau idéal pour l’essence du dieu ours.",0.40518978,0.7739929,187,77,1190,2,2867,333,0,0,-1
Jan’alai,"Les faucons-dragons sont d’habiles prédateurs qui déchirent leurs ennemis avec des serres tranchantes comme des rasoirs. Cette mentalité et méthode d’attaque étaient les préférées de l’un des voleurs les plus doués de la tribu amani, Jan’alai.",0.55489045,0.7095809,188,77,1191,3,2621,333,0,0,-1
Halazzi,Les lynx d’Azeroth sont de vicieux chasseurs qui déchiquettent leurs proies avec leurs crocs et leurs griffes. Le seigneur des maléfices Malacrass pensait que ce n'était que justice de sceller l’essence du dieu lynx dans le corps de l’un des meilleurs chasseurs de la tribu.,0.5848307,0.23802388,189,77,1192,4,2804,333,0,0,-1
Seigneur des maléfices Malacrass,"Le seigneur des maléfices Malacrass, que la rumeur considère comme le féticheur de la tribu amani le plus craint de tous les temps, a réalisé l’impensable et scellé l’essence de plusieurs dieux animaux trolls dans le corps de leurs plus puissants champions… conservant la plus sombre pour lui-même.",0.7145718,0.5299401,190,77,1193,5,2706,333,0,0,-1
Daakara,"Pour remplir le vide politique laissé par la mort de leur ancien seigneur de guerre, Zul’jin, les Trolls survivants de la tribu amani ont choisi leur champion préféré, Daakara l’Invincible, pour récupérer leur gloire passée.",0.90419334,0.5299401,191,77,1194,6,2875,333,0,0,-1
Beth’tilac,"Beth’tilac, matriarche des rejetons braisetoiles, et sa progéniture sans pitié rassasient leur appétit en absorbant le magma et le feu des cadavres d’élémentaires. Pour fournir à ses petits plus de nourriture, Beth’tilac a tissé un réseau de toiles incendiaires dans tout son repaire pour piéger des proies sans méfiance.",0.21057922,0.32784426,192,78,1197,1,20826,367,0,0,-1
Seigneur Rhyolith,"Rhyolith est l'un des plus anciens élémentaires encore en vie, né des flammes élémentaires qui ont créé Azeroth. Il est responsable de la création des nouveaux élémentaires dans les terres de Feu et ressent toujours une haine brûlante contre les Titans : il considère qu'ils ont été d'une arrogance monumentale en le déplaçant.",0.65369326,0.7500001,193,78,1204,2,20812,367,0,0,-1
Alysrazor,"Quand les troupes de Ragnaros surgirent au mont Hyjal, le dragon vert Alysra trahit ses alliés et aida à libérer un traître, l’archidruide Fandral Forteramure. En récompense, elle fut purifiée par le feu et renaquit sous la forme d’un redoutable faucon de feu.",0.6437137,0.38023955,194,78,1206,3,20817,367,0,0,-1
Shannox,"Les attise-flammes sont parmi les gardiens élémentaires les plus craints des terres de Feu. Et Shannox ne fait pas exception. Servant de chasseur en chef et de maître du chenil pour les chiens de l’enfer de Ragnaros, Shannox patrouille dans le royaume élémentaire avec deux de ses bêtes les plus féroces : Croquepatte et Ragegueule.",0.49301347,0.44311342,195,78,1205,4,20808,367,0,0,-1
"Baleroc, le Gardien de la porte","Baleroc a gagné une réputation de combattant sans pitié pendant la guerre élémentaire de l’ancien Azeroth. Depuis qu’il est confiné dans les terres de Feu, sa santé mentale a décliné. Peu d’élémentaires osent le déranger, de peur d’être victimes de sa soif de bataille.",0.4950096,0.3098805,196,78,1200,5,20822,367,0,0,-1
Chambellan Forteramure,"La perte de son fils, Valstann, pendant la guerre des Sables changeants a totalement brisé l’esprit de Fandral Forteramure. Désormais nommé par Ragnaros nouveau chambellan des terres de Feu (remplaçant ainsi le défunt chambellan Executus) et dirigeant des fourbes druides de la Flamme, Fandral cherche à détruire Azeroth plutôt que de vivre dans un monde sans son enfant adoré.",0.5099801,0.72455096,197,78,1185,6,20830,369,0,0,-1
Ragnaros,"Ragnaros, le seigneur des terres de Feu, incarne la fureur et la destruction des brasiers primordiaux qui ont créé Azeroth. Comme on lui a promis l’occasion de noyer Azeroth sous les flammes sans que Neptulon et Therazane interviennent, Ragnaros cherche à apaiser les Dieux très anciens en incinérant l'Arbre-Monde de Nordrassil.",0.507502,0.15383,198,78,1203,7,20834,369,0,0,-1
Écho de Tyrande,"Autrefois chef des Elfes de la nuit et grande prêtresse d’Élune, ce fragment de Tyrande Murmevent distordu par le temps erre désormais dans les terres désolées du futur Azeroth. Enveloppée d’une nuit perpétuelle, elle a quasiment perdu de vue la lumière réconfortante d'Élune.",0.515514,0.433775,283,184,1884,4,3667,405,0,0,-1
Écho de Jaina,"Le fragment tourmenté de Jaina Portvaillant a été divisé et infusé dans les éclats brisés de son bâton. Pour rééquilibrer les voies temporelles, cet écho doit être anéanti. Mais la puissance magique dévastatrice que possédait autrefois la dirigeante de Theramore n'a pas fait défaut à son spectre ravagé par le temps. Dans cette Azeroth future, elle est partagée, et elle attend...",0.495389,0.660817,285,184,1883,2,3641,402,0,0,-1
Murozond,"Vivant à présent hors du temps, Murozond était autrefois le grand Aspect dragon Nozdormu l'Intemporel. Lorsque les Titans lui montrèrent sa propre mort, Nozdormu, troublé, fut poussé par les Dieux très anciens à tenter d'échapper à sa mortalité. Nozdormu brisa alors les voies temporelles et créa le Vol draconique infini... mettant en péril tout l'avenir d'Azeroth.",0.484811,0.323013,289,184,1271,5,3675,406,0,0,-1
Peroth’arn,"Comme beaucoup de ses compagnons bien-nés, Peroth’arn a prêté allégeance à Xavius le corrompu, en échange de pouvoirs démoniaques.

En tant que maître des magies infernales et porteur de la malédiction du Satyre, Peroth’arn surveille l’entrée du palais d’Azshara pour défendre la Légion ardente, prêt à détruire quiconque tenterait de perturber l’arrivée du Titan noir, Sargeras, en Azeroth.",0.237485,0.482577,290,185,1272,1,4164,398,0,0,-1
