ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
73,Descenso do Asa Negra,"Acreditava-se que as tentativas distorcidas de Nefarian de criar uma nova linhagem de dragões haviam sido interrompidas após a morte dele no Covil Asa Negra. No entanto, vêm surgindo histórias de que o Asa da Morte, pai de Nefarian, o reanimou e o pôs a trabalhar no Descenso do Asa Negra. Teme-se que os experimentos bizarros lá conduzidos sejam muito mais hediondos do que os crimes anteriores de Nefarian contra a natureza.",669,522335,522351,460860,526403,0,5729,0
74,Trono dos Quatro Ventos,"Lar de Al'Akir, o Senhor dos Ventos, o Trono dos Quatro Ventos plana alto, por entre os horizontes infinitos da Muralha Celeste. Agora que as barreiras do Plano Elemental foram rompidas, Al'Akir está livre para ir e vir pelos ares de Azeroth a seu bel-prazer. Ele reuniu suas tempestades mais ferozes para escorraçar todas as formas de vida de Uldum e tomar os misteriosos Salões Primordiais titânicos.",754,522343,522359,460874,526411,0,5684,0
75,Guarnição Baradin,"Após a Segunda Guerra, a fortaleza arruinada da Guarnição Baradin, na remota ilha de Tol Barad, foi convertida em uma prisão para algumas das forças mais perigosas de Azeroth. Com a devastação do Cataclismo, a integridade da prisão foi comprometida. Agora, com a Horda e a Aliança lutando pela supremacia na ilha, a libertação dos horrores esquecidos pode estar próxima.",757,522333,522349,464826,526401,2,0,0
76,Zul'Gurub,"Zul'Gurub foi a capital dos trolls das selvas Gurubashi, uma tribo que já controlou as vastas matas do sul. Foi lá que Jin'do, o Bagateiro, invocou o loa selvagem Hakkar, o Esfolador de Almas, trazendo-o para Azeroth. Recentemente, esforços para fazê-lo uma vez mais tiveram início no seio de uma aliança entre os trolls Gurubashi e Zandalar, que buscam estabelecer um império troll unificado.",859,522348,522364,136369,526416,0,0,0
77,Zul'Aman,"Os ecos da vingança frustrada ainda pairam sobre a que foi um dia a capital da tribo Amani: Zul'Aman. Embora os trolls Amani tenham respondido ao chamado às armas de seu senhor da guerra, o objetivo de Zul'jin, restaurar a glória do império, lhe foi negado. Onde ele falhou, a tribo Zandalar terá sucesso. Se nada for feito, as tribos unidas retomarão suas antigas terras e saborearão uma vingança impiedosa.",568,522347,522363,136367,526415,0,3508,0
78,Terras do Fogo,"As Terras do Fogo são o domínio ígneo criado pelos Titãs para abrigar Ragnaros e seus lacaios atrozes. Após o reaparecimento do Asa da Morte em Azeroth, Ragnaros e seus servos emergiram nas encostas do Monte Hyjal antes de serem rechaçados pelos valentes defensores da montanha sagrada. Agora, Ragnaros está convocando seus mais fiéis seguidores para defender as Terras do Fogo dos campeões de Azeroth.",720,522337,522353,529270,526405,0,0,0
184,Fim dos tempos,"Uma das incontáveis possíveis consequências, esta linha do tempo descreve o futuro desolado de Azeroth caso Asa da Morte não seja detido. Nozdormu identificou uma poderosa anomalia existente neste momento que impede o acesso ao passado e, com isso, a esperança de recuperar a Alma Demoníaca. Uma poderosa criatura atemporal que vive sozinha entre ecos do passado distorcidos pelo tempo.",938,571739,571754,575262,571758,1,0,0
185,Nascente da eternidade,"Há dez mil anos, a capital noctiélfica de Zin-Azshari era uma metrópole resplandecente e magnífica. Situada às margens da Nascente da Eternidade, foi nela que os aristocráticos Altaneiros abriram, pela primeira vez, um portal para a Espiral Etérea e convidaram a Legião Ardente para invadir Azeroth. Sob o comando da rainha noctiélfica Azshara, eles agora despejam as próprias energias no portal, preparando-o para a entrada gloriosa e apavorante do deus demoníaco Sargeras.",939,571741,571756,575266,571760,0,0,0
186,Hora do crepúsculo,"Com a Alma Dragônica tendo sido recuperada do passado, os Heróis de Azeroth se preparam para o confronto final com Asa da Morte. Nos ermos gélidos de Nortúndria, a torre do Templo do Repouso das Serpes está sendo atacada pelas tropas do Crepúsculo do Asa da Morte. Para salvar Azeroth, Thrall precisa chegar a salvo no templo com a Alma Dragônica em mãos.",940,571740,571755,575264,571759,0,0,0
187,Alma Dragônica,"Forjada por Asa da Morte durante a Guerra dos Antigos, a Alma Dragônica continha a soma do poder das revoadas até ser destruída. Através das Cavernas do Tempo, Thrall e as revoadas restantes conseguiram recuperar o poderoso artefato antes de ele ser destruído. Agora, eles se reagruparam no Templo do Repouso das Serpes numa tentativa desesperada de usar o poder da Alma Dragônica contra o próprio Asa da Morte.",967,571738,571753,575261,571757,0,0,0
226,Cavernas Ígneas,PH,389,608172,608211,136350,608250,0,0,0
227,Profundezas Negras,"Outrora dedicadas à deusa Eluna dos elfos noturnos, pensava-se que as Profundezas Negras tinham sido destruídas durante a Cisão, perdidas sob o oceano. Milênios depois, membros do Martelo do Crepúsculo foram atraídos ao templo por sussurros e sonhos perversos. Depois de sacrificar inúmeros inocentes, o culto foi recompensado com uma nova tarefa: proteger uma das criaturas mais queridas pelos Deuses Antigos. Uma mascote que ainda precisa de mais alimento antes de liberar seus poderes horrendos no mundo.",48,608156,608195,136325,608234,0,0,0
228,Abismo Rocha Negra,"O fumegante Abismo Rocha Negra é o lar dos anões Ferro Negro e do seu imperador, Dagran Thaurissan. Assim como seus predecessores, ele serve sob o comando férreo de Ragnaros, o Senhor do Fogo, um ser impiedoso trazido ao mundo há séculos. A presença de elementais caóticos atraiu os cultistas do Martelo do Crepúsculo à montanha. Junto aos servos de Ragnaros, eles têm usado os anões para fins cada vez mais destrutivos, que podem significar a ruína de Azeroth.",230,608157,608196,136326,608235,0,0,0
229,Pico da Rocha Negra Inferior,PH,229,608158,608197,136327,608236,0,0,0
230,Gládio Cruel - Jardins Capitais,"Construída há milhares de anos para abrigar os segredos arcanos dos kaldorei, a outrora grandiosa cidade de Eldre'Thalas agora está em ruínas, repleta de forças perversas e distorcidas. Cultos rivais outrora competiram pelo controle da energia corrupta do Gládio Cruel, mas desde então eles têm realizado tréguas incertas, preferindo explorar o poder dos seus próprios territórios a lutar pelo complexo inteiro.",429,608161,608200,136333,608239,1,0,0
231,Gnomeregan,"Construída nas profundezas das montanhas de Dun Morogh, a maravilhosa cidade de Gnomeregan era prova da inteligência e capacidade de trabalho dos gnomos. Porém, quando a capital foi invadida pelos troggs, o Grão Faz-tudo gnômico foi traído por seu ajudante Lok Termaplugue. Gnomeregan foi inundada pela radiação, e a maior parte dos seus habitantes foi morta. Os gnomos sobreviventes fugiram, jurando retornar algum dia e retomar seu lar.",90,608163,608202,136336,608241,0,0,0
232,Maraudon,"De acordo com as lendas, Zaetar, o filho de Cenarius, e a princesa elemental Theradras geraram a raça bárbara dos centauros. Logo após a criação dos centauros, as criaturas brutais assassinaram o próprio pai. A princesa Theradras, repleta de mágoa, teria aprisionado o espírito do amante em Maraudon, corrompendo a região. Agora, fantasmas de centauros cruéis e lacaios elementais pervertidos vagueiam por todos os cantos das enormes cavernas.",349,608170,608209,136345,608248,0,0,0
233,Urzal dos Mortos,"A lenda conta que o sangue do semideus Agamaggan fez nascer enormes gavinhas espinhentas onde ele tombou. Recentemente, batedores relataram ter visto mortos-vivos na região, aumentando os temores de que o famigerado Flagelo esteja planejando conquistar Kalimdor.",129,608173,608212,136352,608251,0,0,0
234,Urzal dos Tuscos,"A lenda conta que o sangue do semideus Agamaggan fez nascer enormes gavinhas espinhentas onde ele tombou. Muitos javatuscos se abrigaram no maior aglomerado de espinhos gigantes, o Urzal, que eles cultuam como sendo o túmulo de Agamaggan.",47,608174,608213,136353,608252,0,0,0
236,Stratholme – Portão Principal,"Stratholme já foi a joia de Lordaeron setentrional, mas ela hoje é lembrada pela horrenda história da sua queda. Foi aqui que o príncipe Arthas deu as costas ao nobre paladino Uther, o Arauto da Luz, massacrando incontáveis cidadãos que, acreditava-se, estariam infectados com a praga da morte-viva. Desde então, a amaldiçoada Stratholme tem sido acossada pela morte, traição e desesperança.",329,608177,608216,136359,608255,1,0,0
237,O Templo de Atal'hakkar,"Há milhares de anos, os Atal'ai, um poderoso secto de sacerdotes, fez com que o Império Gurubashi entrasse em guerra civil. O secto procurava trazer a Azeroth o avatar do seu deus do sangue: Hakkar, o Esfolador de Almas. Os Gurubashi exilaram os Atal'ai no Pântano das Mágoas, onde os sacerdotes construíram o Templo de Atal'Hakkar. Ysera, o Aspecto da revoada verde, afundou o templo sob o pântano e designou vigias para garantir que os rituais de evocação jamais fossem realizados novamente.",109,608178,608217,136360,608256,0,0,0
238,O Cárcere,"O Cárcere de Ventobravo é uma prisão muito bem protegida, construída sob os canais de Ventobravo. O Carcereiro-chefe Thelágua vigia o cárcere e os criminosos perigosos que chamam o lugar de lar. Recentemente os prisioneiros se revoltaram, subjugando os os guardas e transformando a prisão em um cenário de caos completo.",34,608184,608223,136358,608262,0,0,0
239,Uldaman,"Uldaman é uma antiga câmara dos titãs, enterrada nas profundezas da terra. Dizem que os titãs trancaram um experimento fracassado lá embaixo e começaram então um novo projeto, relacionado à criação dos anões. Histórias de tesouros fabulosos, contendo grande conhecimento, atraem caçadores de tesouros, que vasculham os segredos de Uldaman e enfrentam defensores de pedra, troggs selvagens, invasores Ferro Negro e outros perigos que espreitam na cidade perdida.",70,608186,608225,136363,608264,0,0,0
240,Caverna Ululante,"Anos atrás, o famoso druida Naralex e seus seguidores desceram até a sombria Caverna Ululante, assim chamada pelo grito lamentosos ouvidos quando o vapor escapa pelas fissuras do sistema de cavernas. Naralex planejava usar as fontes subterrâneas para restaurar o verdor dos áridos Sertões. Mas, ao entrar no Sonho Esmeralda, ele viu seu projeto de renovação se transformar em um pesadelo, que assombra a caverna desde então.",43,608190,608229,136364,608313,0,0,0
241,Zul'Farrak,PH,209,608191,608230,136368,608267,1,0,0
246,Scolomântia,"Indivíduos que buscam dominar os poderes da morte-viva conhecem Scolomântia muito bem. Trata-se da infame escola de necromancia localizada nas sombrias e ominosas criptas sob Castro das Flechas. Em anos recentes, vários dos instrutores mudaram, mas a instituição permanece sob o controle do Umbromestre Gandling, um praticante de magia necromântica particularmente sádico e vil.",1007,608176,608215,136355,608254,1,0,0
247,Catacumbas Auchenai,"Os exilados originais de Draenor consideravam a morte uma consequência infeliz e perturbadora da vida, e assim os draeneis escondiam os mortes na cidade-mausoléu subterrânea de Auchindoun, uma maravilha labiríntica localizada sob as florestas de Terokkar.",558,608154,608193,136323,608232,0,0,0
248,Muralha Fogo do Inferno,"No coração da árida Península Fogo do Inferno, em Terralém, fica a Cidadela Fogo do Inferno, um bastião quase impenetrável que serviu como base de operações da Horda durante a Primeira e Segunda Guerras.",543,608168,608207,136338,608246,0,0,0
249,Terraço dos Magísteres,"Após sua derrota na Bastilha da Tormenta, Kael'thas Andassol revelou publicamente sua aliança com a brutal Legião Ardente. Na intenção de evocar o lorde demônio Kil'jaeden, Kael'thas retornou à Ilha de Quel'Danas para fazer os preparos finais para a chegada do seu mestre.",585,608169,608208,136344,608247,1,0,0
250,Tumbas de Mana,"Os exilados originais de Draenor consideravam a morte uma consequência infeliz e perturbadora da vida, e assim os draeneis escondiam os mortes na cidade-mausoléu subterrânea de Auchindoun, uma maravilha labiríntica localizada sob as florestas de Terokkar.",557,608154,608193,136323,608232,1,0,0
251,Antigo Contraforte de Eira dos Montes,"Bem fundo nas Cavernas do Tempo, o dragão Nozdormu acordou. Desde a época em que o mundo era jovem, a revoada de bronze protegeu o labirinto tortuoso, monitorando as linhas do tempo cambiantes para garantir que o delicado equilíbrio temporal fosse mantido.",560,608159,608198,136330,608237,0,0,0
252,Salões dos Sethekk,"Os exilados originais de Draenor consideravam a morte uma consequência infeliz e perturbadora da vida, e assim os draeneis escondiam os mortes na cidade-mausoléu subterrânea de Auchindoun, uma maravilha labiríntica localizada sob as florestas de Terokkar.",556,608154,608193,136323,608232,0,0,0
253,Labirinto Soturno,"Os exilados originais de Draenor consideravam a morte uma consequência infeliz e perturbadora da vida, e assim os draeneis escondiam os mortes na cidade-mausoléu subterrânea de Auchindoun, uma maravilha labiríntica localizada sob as florestas de Terokkar.",555,608154,608193,136323,608232,0,0,0
254,Arcatraz,"A poderosa Bastilha da Tormenta foi criado pelos enigmáticos naarus: seres conscientes de pura energia e inimigos jurados da Legião Ardente. Além de servir como base de operações dos naarus, a própria estrutura possui a tecnologia para efetuar teleporte em dimensões alternativas, viajando de um local para outro num piscar de olhos.",552,608179,608218,136362,608257,0,0,0
255,Lamaçal Negro,"Bem fundo nas Cavernas do Tempo, o dragão Nozdormu acordou. Desde a época em que o mundo era jovem, a revoada de bronze protegeu o labirinto tortuoso, monitorando as linhas do tempo cambiantes para garantir que o delicado equilíbrio temporal fosse mantido.",269,608159,608198,136330,608237,0,0,0
256,A Fornalha de Sangue,"No coração da árida Península Fogo do Inferno, em Terralém, fica a Cidadela Fogo do Inferno, um bastião quase impenetrável que serviu como base de operações da Horda durante a Primeira e Segunda Guerras.",542,608168,608207,136338,608246,1,0,0
257,Jardim Botânico,"A poderosa Bastilha da Tormenta foi criado pelos enigmáticos naarus: seres conscientes de pura energia e inimigos jurados da Legião Ardente. Além de servir como base de operações dos naarus, a própria estrutura possui a tecnologia para efetuar teleporte em dimensões alternativas, viajando de um local para outro num piscar de olhos.",553,608179,608218,136362,608257,1,0,0
258,O Mecanar,"A poderosa Bastilha da Tormenta foi criado pelos enigmáticos naarus: seres conscientes de pura energia e inimigos jurados da Legião Ardente. Além de servir como base de operações dos naarus, a própria estrutura possui a tecnologia para efetuar teleporte em dimensões alternativas, viajando de um local para outro num piscar de olhos.",554,608179,608218,136362,608257,0,0,0
259,Os Salões Despedaçados,"No coração da árida Península Fogo do Inferno, em Terralém, fica a Cidadela Fogo do Inferno, um bastião quase impenetrável que serviu como base de operações da Horda durante a Primeira e Segunda Guerras.",540,608168,608207,136338,608246,1,0,0
260,O Pátio dos Escravos,"O Reservatório Presacurva é o nome de um complexo dominado por nagas que fica sob as águas mais profundas do Pântano Zíngaro. O reservatório, perfurado em toda a sua extensão por enormes canos abertos e pistões, parece grande o suficiente para abrigar exércitos - e no entanto, o seu propósito não é estritamente militar.",547,608160,608199,136331,608238,0,0,0
261,A Câmara dos Vapores,"O Reservatório Presacurva é o nome de um complexo dominado por nagas que fica sob as águas mais profundas do Pântano Zíngaro. O reservatório, perfurado em toda a sua extensão por enormes canos abertos e pistões, parece grande o suficiente para abrigar exércitos - e no entanto, o seu propósito não é estritamente militar.",545,608160,608199,136331,608238,0,0,0
262,O Brejo Oculto,"O Reservatório Presacurva é o nome de um complexo dominado por nagas que fica sob as águas mais profundas do Pântano Zíngaro. O reservatório, perfurado em toda a sua extensão por enormes canos abertos e pistões, parece grande o suficiente para abrigar exércitos - e no entanto, o seu propósito não é estritamente militar.",546,608160,608199,136331,608238,1,0,0
271,Ahn'kahet: O Velho Reino,"Azjol-Nerub era um império de grande força quando o Lich Rei chegou em Nortúndria. Apesar de enfrentarem feroz resistência, as forças do flagelo conseguiram dominar o reino subterrâneo e chacinar seus habitantes, os nerubianos. Marcado por anos de guerras e abandono, este vasto domínio agora se encontra ocupado em duas frentes.",619,608153,608192,237592,608231,0,0,0
272,Azjol-Nerub,"Azjol-Nerub era um império de grande força quando o Lich Rei chegou em Nortúndria. Apesar de enfrentarem feroz resistência, as forças do flagelo conseguiram dominar o reino subterrâneo e chacinar seus habitantes, os nerubianos. Marcado por anos de guerras e abandono, este vasto domínio agora se encontra ocupado em duas frentes.",601,608155,608194,237593,608233,1,0,0
273,Bastilha Drak'Tharon,"A Bastilha Drak'Tharon já serviu aos trolls Drakkari como um formidável posto avançado nos limites de seu reino, Zul'Drak, mas uma recente invasão do Flagelo entregou a fortaleza às mãos do Lich Rei. Os defensores tombados do forte agora são os lacaios mortos-vivos do Lich Rei, e eles estão avançando para o coração do território Drakkari.",600,608162,608201,237595,608240,0,0,0
274,Gundrak,"Desesperados para salvar seu reino do colapso, os trolls de Zul'Drak se voltaram contra seus deuses ancestrais. As divindades selvagens agora são consideradas uma fonte de poder não-explorado, e seu sangue potente dá os meios de repelir os lacaios do Lich Rei, que conquistaram partes da nação troll. Heróis viajaram recentemente para a região acossada para atacar os selvagens Drakkaris e seus profetas enlouquecidos.",604,608164,608203,237596,608242,1,0,0
275,Salões Relampejantes,"Ao abandonar Azeroth, os titãs confiaram a leais protetores a tarefa de proteger Ulduar, uma cidade enigmática aninhada nas montanhas dos Picos Tempestuosos. Supremo entre seus pares era o guardião chamado Loken, mas com o poder do complexo titânico em suas mãos, ele se voltou para as trevas e lançou a região no caos.",602,608165,608204,237598,608243,1,0,0
276,Salões da Reflexão,"Por muitos anos, campeões dentre as raças de Azeroth se levantaram contra o Lich Rei apenas para ser chacinados impiedosamente e forçados a servir em seu exército de horrores mortos-vivos. Em sua contínua luta para deter o Lich Rei, Tirion Fordring da Cruzada Argêntea uniu forças com Dárion Mograine, dos Cavaleiros da Lâmina de Ébano, para atacar a Cidadela da Coroa de Gelo com um exército unificado chamado Veredito Cinzento.",668,608166,608205,336389,608244,0,0,0
277,Salões Rochosos,"Ao abandonar Azeroth, os titãs confiaram a leais protetores a tarefa de proteger Ulduar, uma cidade enigmática aninhada nas montanhas dos Picos Tempestuosos. Supremo entre seus pares era o guardião chamado Loken, mas com o poder do complexo titânico em suas mãos, ele se voltou para as trevas e lançou a região no caos.",599,608167,608206,237599,608245,0,0,0
278,Fosso de Saron,"Por muitos anos, campeões dentre as raças de Azeroth se levantaram contra o Lich Rei apenas para ser chacinados impiedosamente e forçados a servir em seu exército de horrores mortos-vivos. Em sua contínua luta para deter o Lich Rei, Tirion Fordring da Cruzada Argêntea uniu forças com Dárion Mograine, dos Cavaleiros da Lâmina de Ébano, para atacar a Cidadela da Coroa de Gelo com um exército unificado chamado Veredito Cinzento.",658,608171,608210,336391,608249,0,0,0
279,O Expurgo de Stratholme,"Bem fundo nas Cavernas do Tempo, o dragão Nozdormu acordou. Desde a época em que o mundo era jovem, a revoada de bronze protegeu o labirinto tortuoso, monitorando as linhas do tempo cambiantes para garantir que o delicado equilíbrio temporal fosse mantido.",595,608180,608219,237601,608258,0,0,0
280,A Forja das Almas,"Por muitos anos, campeões dentre as raças de Azeroth se levantaram contra o Lich Rei apenas para ser chacinados impiedosamente e forçados a servir em seu exército de horrores mortos-vivos. Em sua contínua luta para deter o Lich Rei, Tirion Fordring da Cruzada Argêntea uniu forças com Dárion Mograine, dos Cavaleiros da Lâmina de Ébano, para atacar a Cidadela da Coroa de Gelo com um exército unificado chamado Veredito Cinzento.",632,608181,608220,336392,608259,1,0,0
281,O Nexus,"Para reestabelecer seu domínio sobre a magia, o Aspecto Dracônico azul, Malygos, iniciou uma campanha brutal para cortar o elo entre os mortais e as energias arcanas que perpassam Azeroth. Para esse fim, sua revoada azul está redirecionando as linhas de meridiano do mundo para o Nexus, o altíssimo covil de Malygos.",576,608182,608221,237602,608260,1,0,0
282,O Óculus,"Para reestabelecer seu domínio sobre a magia, o Aspecto Dracônico azul, Malygos, iniciou uma campanha brutal para cortar o elo entre os mortais e as energias arcanas que perpassam Azeroth. Para esse fim, sua revoada azul está redirecionando as linhas de meridiano do mundo para o Nexus, o altíssimo covil de Malygos.",578,608183,608222,237603,608261,0,0,0
283,O Castelo Violeta,"Entre as torres ornadas e ruas encantadas de Dalaran, uma presença negra se move entre as majestosas muralhas do Castelo Violeta. Há muito utilizada para prender as ameaças à cidade, a torre contem vastos números de prisioneiros perigosos, e tem sido diligentemente vigiada pelo Kirin Tor. No entanto, um ataque súbito testou a integridade do forte, pondo em risco a segurança de todos fora das paredes da prisão.",608,608189,608228,237604,608312,0,0,0
284,Prova do Campeão,"Nuvens cobrem os céus da Coroa de Gelo e os heróis se reúnem sob estandartes rasgados pela batalha, preparando-se para a tempestade vindoura. Dizem que mesmo as nuvens mais escuras tem um fundo prateado. É esperança que impulsiona os homens e mulheres da Cruzada Argêntea: esperança que a Luz os guie nestes tempos difíceis, que um herói abençoado pela Luz apareça para dar fim ao reinado sombrio do Lich Rei.",650,608185,608224,311220,608263,0,0,0
285,Bastilha Utgarde,"A Bastilha Utgarde por muito tempo foi considerada abandonada, uma relíquia de uma civilização perdida entre os penhascos centrais do Fiorde Uivante. No entanto, em dias mais recentes, algo acordou os moradores da fortaleza, os vraikalen.",574,608187,608226,237605,608265,1,0,0
286,Pináculo Utgarde,"A Bastilha Utgarde por muito tempo foi considerada abandonada, uma relíquia de uma civilização perdida entre os penhascos centrais do Fiorde Uivante. No entanto, em dias mais recentes, algo acordou os moradores da fortaleza, os vraikalen.",575,608188,608227,237606,608266,0,0,0
302,Cervejaria Malte do Trovão,"Quando Chen Malte do Trovão chegou ao Vale dos Quatro Ventos, ele procurou a renomada cervejaria que leva o nome de sua família, na esperança de encontrar os parentes. Porém, o bravo explorador se deparou com o lar ancestral tomado pelo caos. Sob a tutela do incompetente tio Gao, vermingues nojentos e hozens irascíveis haviam se infiltrado na cervejaria, criando uma desordem destrutiva que em breve devastará os suprimentos de boa cerveja da região.",961,632268,632275,632362,632282,1,0,0
303,Portal do Sol Poente,"Por gerações, uma muralha enorme chamada Espinhaço da Serpente protegeu os cidadãos de Pandária dos ataques periódicos dos selvagens mantídeos. O brutal ciclo de agressão dessa raça começou a se iniciar mais cedo recentemente, pegando de surpresa os defensores da muralha. Enquanto os mais poderosos guerreiros mantídeos atacam os portões que já viram tantas batalhas, Pandária precisa rechaçar o mais devastador exército da história.",962,632263,632270,632357,632277,1,0,0
311,Salões Escarlates,"Os guerreiros mais ferozes da Cruzada, os que se mantiveram firmes e lutaram para defender o monastério durante estes tempos sombrios, agora preparam um exército nos Salões Escarlates. Esses soldados estão unidos por seu ódio aos não-vivos, e estão dispostos a sacrificar tudo pela sacrossanta causa de sua ordem.",1001,643259,643262,643268,643265,0,0,0
312,Monastério Shado-pan,"A guerra se espalhou por toda Pandária, e o conflito destrutivo entre a Horda e a Aliança abriu caminho para o caos no majestoso Monastério Shado-Pan. Lá, três entidades malévolas - o Sha da Violência, o Sha do Ódio e o Sha da Ira - irromperam de suas prisões. Embora o Sha da Ira tenha conseguido fugir do recôndito monastério, os shas restantes começaram a espalhar destruição entre os bravos defensores Shado-Pan do local.",959,632267,632274,632361,632281,1,0,0
313,Templo da Serpente de Jade,"Erguendo-se na costa leste de Pandária, o Templo da Serpente de Jade se posta como um monumento sagrado à lendária vitória do imperador pandaren Shaohao sobre o Sha da Dúvida, há mil anos. Recentemente, um conflito desastroso na Floresta de Jade liberou os shas, e várias das entidades saquearam os repositórios mais preciosos de sabedoria e conhecimento do templo.",960,632269,632276,632363,632283,1,0,0
316,Monastério Escarlate,"Os líderes fanáticos da Cruzada comandam seus seguidores a partir da Catedral Escarlate, no centro do complexo do monastério. Este local fortemente vigiado é o quartel general da ordem, e alguns dos cruzados mais zelosos e intolerantes andam pelos salões deste outrora sacrossanto local.",1004,608175,608214,136354,608253,0,0,0
317,Galerias Mogu'shan,"Os mogus, orgulhosos da sua supremacia, mantinham os extensos registros de suas conquistas protegidos em grandes e complexas câmaras. A construção desses vastos arquivos é anterior ao início da escrita pandarênica, o que contribui para cercar suas profundezas de mistério. Boatos circularam sobre um poderoso exército trancado lá embaixo; por esse motivo, as câmaras foram o primeiro alvo da antiga rebelião dos pandarens, e permanecem seladas desde que o império mogu foi derrotado.",1008,632266,632273,632360,632280,0,0,0
