ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
73,검은날개 강림지,"네파리안이 검은날개 둥지에서 죽음을 맞으면서, 사람들은 네파리안 자신은 물론 새로운 용족을 창조하겠다는 그의 비뚤어진 시도도 완전히 끝났다고 생각했습니다. 그러나 네파리안의 아버지인 데스윙이 그를 되살려 검은날개 강림지로 보냈다는 소문이 들려옵니다. 소름 끼치는 실험이 재개되었습니다. 자연의 법칙을 거스르는 그의 실험은 이전보다도 더 극악무도할지 모릅니다.",669,522335,522351,460860,526403,0,5729,0
74,네 바람의 왕좌,"바람의 군주 알아키르가 거하는 네 바람의 왕좌는 드넓은 하늘담 창공을 부유하고 있습니다. 정령계의 경계가 무너지면서, 알아키르는 내키는 대로 아제로스의 바람을 탈 수 있게 되었습니다. 그는 맹렬한 폭풍을 동원해 울둠의 생명을 말살하고, 티탄이 만든 불가사의한 시초의 전당을 손에 넣으려고 합니다.",754,522343,522359,460874,526411,0,5684,0
75,바라딘 요새,"2차 대전쟁 이후, 외딴 섬 톨 바라드에 있는 황폐한 바라딘 요새는 아제로스에서 가장 위험한 죄수를 가두는 감옥으로 사용되었습니다. 그러나 대격변이 아제로스를 휩쓸자 이 견고한 감옥도 손상을 입고 말았습니다. 이제 호드와 얼라이언스가 섬의 패권을 두고 다투는 가운데, 오랫동안 뇌리에서 잊힌 끔찍한 존재가 곧 자유를 찾을지도 모릅니다.",757,522333,522349,464826,526401,2,0,0
76,줄구룹,"줄구룹은 한때 남부의 드넓은 밀림을 지배했던 구루바시 부족의 수도였습니다. 사술사 진도가 흉포한 로아인 영혼약탈자 학카르를 아제로스로 불러낸 곳도 바로 줄구룹이었습니다. 최근 구루바시와 잔달라 트롤이 통일된 트롤 제국을 세우고자 동맹을 맺으면서, 옛 영광을 되찾으려는 트롤의 시도는 새로운 국면을 맞고 있습니다.",859,522348,522364,136369,526416,0,0,0
77,줄아만,"한때 아마니 부족의 수도였던 줄아만에는 실현되지 않은 복수의 메아리가 맴돌고 있습니다. 온 아마니 트롤이 대장군의 부름에 응하였지만, 줄진은 결국 트롤 제국의 옛 영광을 되찾지 못하였습니다. 그러나 그가 이루지 못한 꿈을 잔달라 부족이 실현할 것입니다. 누군가 막지 않으면, 하나로 뭉친 트롤 부족은 자신들의 땅을 되찾고 피비린내 나는 복수의 잔치를 벌일 것입니다.",568,522347,522363,136367,526415,0,3508,0
78,불의 땅,"불의 땅은 티탄이 라그나로스와 그의 끈질긴 하수인들을 수용하려고 만든 화염의 영역입니다. 데스윙이 아제로스에 모습을 드러낸 이후 라그나로스가 부하들을 이끌고 하이잘 산을 덮쳤지만, 신성한 산을 지키는 용감한 수호자들이 이 침입자들을 몰아냈습니다. 이제 라그나로스는 충성스러운 수하를 불러모아 아제로스의 영웅들에게서 불의 땅을 방어할 준비를 하고 있습니다.",720,522337,522353,529270,526405,0,0,0
184,시간의 끝,"무수하게 갈라진 시간의 길 중에서, 이 길은 데스윙을 막아내지 못했을 때의 황량한 미래를 그리고 있습니다. 노즈도르무는 이 시간의 길에 엄청난 이상 현상이 존재하며, 그것이 과거로의 접근을 막고 있음을 알아냈습니다. 이것이 있는 한 용의 영혼을 손에 넣을 수는 없습니다. 뒤틀린 시간의 환영들 사이에서, 시간의 흐름을 벗어난 한 강력한 존재가 홀로 살고 있습니다.",938,571739,571754,575262,571758,1,0,0
185,영원의 샘,"만 년 전, 나이트 엘프의 수도인 진아즈샤리는 영원의 샘 가장자리에 자리 잡은 찬란하고 웅장한 도시였습니다. 바로 이곳에서 나이트 엘프 명가의 일원들이 뒤틀린 황천으로 통하는 차원문을 열고, 불타는 군단을 맞아들여 아제로스를 불길에 휩싸이게 했습니다. 지금 이들은 나이트 엘프 여왕인 아즈샤라의 명에 따라 차원문에 마력을 쏟아넣으며, 악마 신 살게라스의 무시무시하고 장엄한 등장을 준비하고 있습니다.",939,571741,571756,575266,571760,0,0,0
186,황혼의 시간,"과거에서 용의 영혼을 손에 넣은 아제로스의 영웅들은 이제 데스윙과 벌일 최후의 전투를 준비해야 합니다. 데스윙의 황혼 군단이 노스렌드의 얼어붙은 황무지에 우뚝 솟은 고룡쉼터 사원을 공격하고 있습니다. 아제로스를 구하려면, 스랄이 용의 영혼을 지닌 채 무사히 사원에 도착해야 합니다.",940,571740,571755,575264,571759,0,0,0
187,용의 영혼,"데스윙이 고대의 전쟁 때 만든 용의 영혼은 모든 용군단의 힘이 담긴 유물입니다. 용의 영혼은 과거에 파괴되었지만, 현재 남은 용의 위상들과 스랄이 시간의 동굴을 이용해 이 강력한 유물을 손에 넣었습니다. 이제 이들은 고룡쉼터 사원에 모여, 용의 영혼에 담긴 힘을 이용해 그 창조자인 데스윙에게 맞서려고 발버둥치고 있습니다.",967,571738,571753,575261,571757,0,0,0
226,성난불길 협곡,"성난불길 협곡은 대도시 오그리마 땅속 깊숙이 뻗어 있습니다. 원래는 야만적인 트로그와 비뚤어진 불타는 칼날단 이교도가 들끓는 곳이었지만, 최근 새로운 위협이 고개를 쳐들었습니다. 바로 암흑주술사입니다. 대족장 가로쉬 헬스크림이 최근 주술사들을 불러모아 얼라이언스에 대항하는 무기로 원소를 이용할 것을 명령하긴 했지만, 이 협곡에 들어앉은 주술사들은 보통 주술사들이 아닌 변절자들로 보입니다. 보고에 따르면 이 어두운 그림자들이 사나운 군대를 형성하고 있다고 합니다. 이 군대가 오그리마를 친다면 엄청난 참극이 벌어질지도 모릅니다.",389,608172,608211,136350,608250,0,0,0
227,검은심연 나락,"한때 나이트 엘프의 여신 엘룬을 위한 사원이었던 검은심연 나락은 세계의 분리 때 파괴되어 바닷속에 가라앉았다 여겨졌습니다. 수세기가 흐른 뒤, 황혼의 망치단 이교도들이 사악한 꿈과 속삭임에 이끌려 이 사원을 찾아왔습니다. 무고한 자들을 수없이 희생 제물로 바친 끝에, 이교도들은 고대 신이 아끼는 애완동물 하나를 지키라는 새 임무를 부여받았습니다. 아직은 보살핌이 필요한 이 생명체가 암흑의 힘으로 세상을 짓밟을 수 있을 만큼 자랄 때까지 말입니다.",48,608156,608195,136325,608234,0,0,0
228,검은바위 나락,"까맣게 그을린 검은바위 나락은 검은무쇠 드워프와 그들의 제왕, 다그란 타우릿산의 고향입니다. 전임자들과 마찬가지로 다그란은 수세기 전 이 세상에 소환된 무자비한 불의 군주 라그나로스를 섬깁니다. 혼돈의 정령들이 출몰하자 이에 이끌린 황혼의 망치단이 이 산을 찾아왔습니다. 라그나로스의 하수인들과 황혼의 망치단은 드워프가 추구하는 파괴적인 목표에 더욱 힘을 실어주었고, 이는 머지않아 온 아제로스에 파멸을 불러올지도 모릅니다.",230,608157,608196,136326,608235,0,0,0
229,검은바위 첨탑 하층,"검은바위 산의 불타는 중심부에 자리 잡은 강력한 요새, 검은바위 첨탑은 몇 세기 동안 검은무쇠 부족의 강대함을 상징하는 건물이었습니다. 그러나 검은용 네파리안과 그의 부하들이 첨탑 상층을 점령해, 드워프를 상대로 맹렬한 전쟁을 벌이기 시작했습니다. 용군단은 대족장 렌드 블랙핸드, 그리고 그를 따르는 가짜 호드와 동맹을 맺었고, 이 동맹은 오늘날까지도 첨탑을 지배하며 자신들의 세력을 강화하기 위해 끔찍한 실험을 자행하는 한편, 검은무쇠 부족의 몰락을 재촉하는 음모를 꾸미고 있습니다.",229,608158,608197,136327,608236,0,0,0
230,혈투의 전장 - 수도 정원,"수천 년 전 세워진 엘드탈라스는 칼도레이 비전 마법의 비밀을 간직한 위대한 도시였지만, 이제 폐허가 되어 뒤틀린 마력만이 이곳에 들끓고 있습니다. 한때는 사악한 무리들이 혈투의 전장에 넘치는 뒤틀린 마력을 손에 넣고자 서로 싸웠습니다. 그러나 이들은 결국엔 불안한 동맹을 맺고, 혈투의 전장 전체를 차지하려고 계속 싸우기보다는 자기 영토 안의 마력을 마음대로 사용하는 데 만족하기로 했습니다.",429,608161,608200,136333,608239,1,0,0
231,놈리건,"던 모로 산속 깊숙이 지어진 경이로운 도시, 놈리건은 노움의 지성과 발전된 공업 기술을 잘 보여주는 곳이었습니다. 그러나 트로그 무리가 놈리건에 쳐들어왔을 때, 조언자였던 시코 텔마플러그는 땜장이왕을 배반했습니다. 그 결과 놈리건은 방사능에 노출되었고, 대부분의 시민이 죽음을 맞았습니다. 살아남은 노움들은 언젠가 돌아와 고향을 되찾으리라 다짐하며 달아날 수밖에 없었습니다.",90,608163,608202,136336,608241,0,0,0
232,마라우돈,전설에 따르면 세나리우스의 아들인 재타르와 대지의 정령 공주 테라드리스의 결합에서 야만적인 켄타우로스 종족이 탄생했습니다. 무자비한 켄타우로스는 태어난 지 얼마 되지 않아 아버지를 살해했습니다. 비통에 잠긴 테라드리스는 사랑하는 이의 영혼을 마라우돈 안에 구속하여 이 지역을 더럽히고 있다고 합니다. 이제 포악한 켄타우로스 유령과 뒤틀린 정령들이 이 복잡한 동굴의 구석구석을 배회합니다.,349,608170,608209,136345,608248,0,0,0
233,가시덩굴 구릉,"전설에 따르면, 반신 아감마간이 쓰러진 자리에 그가 흘린 피로 인해 거대한 가시덩굴이 자라났다고 합니다. 최근 정찰대가 그 지역 주위를 맴도는 언데드 무리를 목격했는데, 무시무시한 스컬지가 칼림도어를 정복하기 위해 움직이고 있는 것인지도 모릅니다.",129,608173,608212,136352,608251,0,0,0
234,가시덩굴 우리,"전설에 따르면, 반신 아감마간이 쓰러진 자리에 그가 흘린 피로 인해 거대한 가시덩굴이 자라났다고 합니다. 아감마간이 안식에 들어간 곳으로 추앙받는 거대한 가시덩굴에는 수많은 가시멧돼지들이 정착해서 거주하고 있습니다.",47,608174,608213,136353,608252,0,0,0
236,스트라솔름 - 정문,"한때는 로데론 북부에서 보석처럼 빛나던 스트라솔름은 이제 이 도시를 폐허로 바꾼 끔찍한 사건으로만 기억되고 있습니다. 바로 이곳에서 아서스 왕자는 고귀한 성기사인 빛의 수호자 우서 경에게 등을 돌렸고, 무수한 시민을 끔찍한 언데드 역병에 걸렸다며 학살했습니다. 이 사건 이래, 저주받은 스트라솔름에는 죽음, 배신, 절망만이 들끓고 있습니다.",329,608177,608216,136359,608255,1,0,0
237,아탈학카르 신전,"수천 년 전, 구루바시 제국은 강력한 트롤 사제 세력에 의해 내전을 겪었습니다. 아탈라이라 알려진 이 세력은 자신들이 섬기는 혈신, 영혼약탈자 학카르의 화신을 아제로스에 소환하려고 했습니다. 구루바시 부족은 아탈라이를 슬픔의 늪으로 추방했고, 그들은 이곳에 아탈학카르 신전을 지었습니다. 녹색용군단의 위상 이세라는 이 사실을 알고 사원을 늪 아래로 가라앉혀 버렸고, 감독관들을 보내 소환 의식이 다시는 치러지지 못하게 감시하도록 했습니다.",109,608178,608217,136360,608256,0,0,0
238,스톰윈드 지하감옥,"스톰윈드 운하 지구의 지하에 자리 잡은 스톰윈드 지하감옥은 철통같이 감시되는 수감 시설입니다. 교도소장 델워터가 이 감옥, 그리고 이곳을 집이라 부르는 위험한 범죄자들을 관리합니다. 그러나 최근 수감자들이 반란을 일으켜 간수들을 내몰고 이 감옥을 엄청난 혼란 속에 몰아넣고 있습니다.",34,608184,608223,136358,608262,0,0,0
239,울다만,"울다만은 땅속 깊이 묻혀 있는 고대 티탄 금고입니다. 티탄은 실패한 실험체들을 이곳에 봉인한 후, 드워프의 기원과 관련된 모종의 새 프로젝트를 진행하기 시작했다고 합니다. 위대한 지식이 담긴 전설의 보물이 이곳에 숨겨져 있다는 이야기 때문에, 부를 쫓는 숱한 모험가들이 울다만의 비밀을 파헤치려고 시도해 왔습니다. 하지만 이 잊힌 도시에 도사린 바위 수호병과 야만적인 트로그, 검은무쇠 드워프 침입자를 비롯한 수많은 무시무시한 존재가 이 모험을 험난하게 하고 있습니다.",70,608186,608225,136363,608264,0,0,0
240,통곡의 동굴,"수년 전, 저명한 드루이드 나랄렉스와 그를 따르는 이들이 어두운 동굴로 내려갔습니다. 안쪽의 갈라진 틈새에서 증기가 뿜어져 나오는 소리가 구슬픈 통곡 같다 해서 ""통곡의 동굴""이라 불리는 곳이었습니다. 나랄렉스는 지하의 물줄기를 이용해 불모의 땅을 다시 푸르게 만들 생각이었습니다. 그러나 나랄렉스가 품은 재생의 꿈은 그가 에메랄드의 꿈에 들어가는 순간 걸어다니는 악몽으로 변하여, 지금까지도 이 동굴을 더럽히고 있습니다.",43,608190,608229,136364,608313,0,0,0
241,줄파락,"한때 줄파락은 타나리스의 빛나는 보석이었고, 교활한 성난모래 부족이 이 도시를 굳세게 지켰습니다. 그러나 트롤의 끈기만으로는 역부족이었고, 이 고립된 부족은 결국 역사를 통틀어 많은 영토를 잃었습니다. 이제 줄파락의 주민들은 언데드 트롤로 이루어진 무시무시한 군대를 꾸려, 주변 지역을 정복하려 합니다. 또 다른 충격적인 소문에 따르면 고대 생명체가 이 도시 안에서 잠자고 있다고 합니다. 만약 깨어나면 타나리스 전역에 죽음과 파괴를 불러올 무시무시한 생명체가 말입니다.",209,608191,608230,136368,608267,1,0,0
246,스칼로맨스,"언데드의 힘을 부리고자 하는 자라면 누구나 스칼로맨스에 대해 잘 압니다. 이 악명 높은 강령술 학교는 카엘 다로우 아래의 어둡고 불길한 지하묘지에 자리 잡고 있습니다. 최근 강사가 몇 명 바뀌었지만, 음험하고 가학적인 성격을 지닌 강령술 마법의 대가, 암흑스승 간들링이 여전히 이 학교를 관리하고 있습니다.",1007,608176,608215,136355,608254,1,0,0
247,아키나이 납골당,"드레노어의 옛 망명자들은 죽음이란 삶의 불행하고 불편한 결과라고 믿었기에, 죽은 이들의 시신을 테로카르 숲 깊은 곳에 위치한 경이로운 미로이자 무덤 도시인 아킨둔에 숨겼습니다.",558,608154,608193,136323,608232,0,0,0
248,지옥불 성루,"저주받은 아웃랜드의 지옥불 반도 한가운데에는 누구에게도 쉽게 함락당하지 않을 듯한 위용을 뽐내는 지옥불 성채가 서 있습니다. 이 성채는 1, 2차 대전쟁 동안 호드 진영의 작전 기지 역할을 했습니다.",543,608168,608207,136338,608246,0,0,0
249,마법학자의 정원,"폭풍우 요새에서 패배한 이후, 캘타스 선스트라이더는 무자비한 불타는 군단과 손잡았음을 공공연하게 밝혔습니다. 악마 군주 킬제덴을 소환하기로 작정한 캘타스는 주인을 맞을 마지막 준비를 하러 쿠엘다나스 섬으로 돌아갔습니다.",585,608169,608208,136344,608247,1,0,0
250,마나 무덤,"드레노어의 옛 망명자들은 죽음이란 삶의 불행하고 불편한 결과라고 믿었기에, 죽은 이들의 시신을 테로카르 숲 깊은 곳에 위치한 경이로운 미로이자 무덤 도시인 아킨둔에 숨겼습니다.",557,608154,608193,136323,608232,1,0,0
251,옛 언덕마루 구릉지,"시간의 동굴 안 깊은 곳에서 생각에 잠긴 용 노즈도르무가 깨어났습니다. 시간의 미묘한 균형을 유지하는 것을 소명으로 여기는 청동용군단은 변화하는 시간의 길, 그 구불구불한 미로를 세계가 요람기에 있을 때부터 감시하고 보호해 왔습니다.",560,608159,608198,136330,608237,0,0,0
252,세데크 전당,"드레노어의 옛 망명자들은 죽음이란 삶의 불행하고 불편한 결과라고 믿었기에, 죽은 이들의 시신을 테로카르 숲 깊은 곳에 위치한 경이로운 미로이자 무덤 도시인 아킨둔에 숨겼습니다.",556,608154,608193,136323,608232,0,0,0
253,어둠의 미궁,"드레노어의 옛 망명자들은 죽음이란 삶의 불행하고 불편한 결과라고 믿었기에, 죽은 이들의 시신을 테로카르 숲 깊은 곳에 위치한 경이로운 미로이자 무덤 도시인 아킨둔에 숨겼습니다.",555,608154,608193,136323,608232,0,0,0
254,알카트라즈,"웅장한 폭풍우 요새는 불타는 군단의 숙적이자 순수한 마력의 결정체, 불가사의한 지적 존재인 나루의 작품입니다. 이 구조물은 나루의 작전 기지일 뿐 아니라, 차원 사이를 오가는 기능을 지녀 눈 깜짝할 사이에 원하는 장소로 이동할 수 있게 해 줍니다.",552,608179,608218,136362,608257,0,0,0
255,검은늪,"시간의 동굴 안 깊은 곳에서 생각에 잠긴 용 노즈도르무가 깨어났습니다. 시간의 미묘한 균형을 유지하는 것을 소명으로 여기는 청동용군단은 변화하는 시간의 길, 그 구불구불한 미로를 세계가 요람기에 있을 때부터 감시하고 보호해 왔습니다.",269,608159,608198,136330,608237,0,0,0
256,피의 용광로,"저주받은 아웃랜드의 지옥불 반도 한가운데에는 누구에게도 쉽게 함락당하지 않을 듯한 위용을 뽐내는 지옥불 성채가 서 있습니다. 이 성채는 1, 2차 대전쟁 동안 호드 진영의 작전 기지 역할을 했습니다.",542,608168,608207,136338,608246,1,0,0
257,신록의 정원,"웅장한 폭풍우 요새는 불타는 군단의 숙적이자 순수한 마력의 결정체, 불가사의한 지적 존재인 나루의 작품입니다. 이 구조물은 나루의 작전 기지일 뿐 아니라, 차원 사이를 오가는 기능을 지녀 눈 깜짝할 사이에 원하는 장소로 이동할 수 있게 해 줍니다.",553,608179,608218,136362,608257,1,0,0
258,메카나르,"웅장한 폭풍우 요새는 불타는 군단의 숙적이자 순수한 마력의 결정체, 불가사의한 지적 존재인 나루의 작품입니다. 이 구조물은 나루의 작전 기지일 뿐 아니라, 차원 사이를 오가는 기능을 지녀 눈 깜짝할 사이에 원하는 장소로 이동할 수 있게 해 줍니다.",554,608179,608218,136362,608257,0,0,0
259,으스러진 손의 전당,"저주받은 아웃랜드의 지옥불 반도 한가운데에는 누구에게도 쉽게 함락당하지 않을 듯한 위용을 뽐내는 지옥불 성채가 서 있습니다. 이 성채는 1, 2차 대전쟁 동안 호드 진영의 작전 기지 역할을 했습니다.",540,608168,608207,136338,608246,1,0,0
260,강제 노역소,"장가르 습지대의 깊은 물 아래, 나가가 지배하는 시설이 숨어 있습니다. 거대한 파이프와 피스톤이 얽히고설킨 이 시설의 이름은 갈퀴송곳니 저수지로서, 나가 군대를 수용하기 충분할 만큼 큽니다. 그러나... 이 저수지가 단지 군사 목적으로만 쓰이는 것은 아닙니다.",547,608160,608199,136331,608238,0,0,0
261,증기 저장고,"장가르 습지대의 깊은 물 아래, 나가가 지배하는 시설이 숨어 있습니다. 거대한 파이프와 피스톤이 얽히고설킨 이 시설의 이름은 갈퀴송곳니 저수지로서, 나가 군대를 수용하기 충분할 만큼 큽니다. 그러나... 이 저수지가 단지 군사 목적으로만 쓰이는 것은 아닙니다.",545,608160,608199,136331,608238,0,0,0
262,지하수렁,"장가르 습지대의 깊은 물 아래, 나가가 지배하는 시설이 숨어 있습니다. 거대한 파이프와 피스톤이 얽히고설킨 이 시설의 이름은 갈퀴송곳니 저수지로서, 나가 군대를 수용하기 충분할 만큼 큽니다. 그러나... 이 저수지가 단지 군사 목적으로만 쓰이는 것은 아닙니다.",546,608160,608199,136331,608238,1,0,0
271,안카헤트: 고대 왕국,"노스렌드에 리치 왕이 도착했을 당시 아졸네룹은 강성한 제국이었습니다. 이들은 스컬지의 공격에 거세게 저항했지만, 결국 스컬지는 지하 왕국 아졸네룹을 정복하고 그곳에 사는 네루비안들을 학살했습니다. 오랜 전쟁으로 만신창이가 된 거대한 왕국은 이제 두 구역으로 나뉘었습니다.",619,608153,608192,237592,608231,0,0,0
272,아졸네룹,"노스렌드에 리치 왕이 도착했을 당시 아졸네룹은 강성한 제국이었습니다. 이들은 스컬지의 공격에 거세게 저항했지만, 결국 스컬지는 지하 왕국 아졸네룹을 정복하고 그곳에 사는 네루비안들을 학살했습니다. 오랜 전쟁으로 만신창이가 된 거대한 왕국은 이제 두 구역으로 나뉘었습니다.",601,608155,608194,237593,608233,1,0,0
273,드락타론 성채,"드락타론 성채는 드라카리 트롤의 제국인 줄드락 국경 지대에 자리 잡고 있습니다. 난공불락의 요새로 여겨졌던 이 성채도 최근 스컬지의 공격을 받아 리치 왕의 손아귀에 넘어가고 말았습니다. 성채를 방어하다가 쓰러진 자들은 이제 리치 왕의 언데드 부하가 되어, 드라카리 영토 중심부로 진격하고 있습니다.",600,608162,608201,237595,608240,0,0,0
274,군드락,"제국의 몰락만은 막아야 한다는 다급한 마음에 줄드락의 트롤은 숭배하던 고대 신들을 제물로 삼았습니다. 이제 야생 신들은 무한한 힘의 원천으로 취급되고 있으며, 강력한 힘이 담긴 신들의 피는 줄드락의 상당 부분을 점령한 리치 왕의 졸개들에게 대항하는 수단으로 쓰입니다. 혼돈에 빠진 줄드락에 최근 영웅들이 나타나, 광기에 사로잡힌 드라카리 예언자들과 야만적인 드라카리 트롤을 응징하기 시작했습니다.",604,608164,608203,237596,608242,1,0,0
275,번개의 전당,"티탄들은 아제로스를 떠나며 충성스러운 수호자들에게 폭풍우 봉우리 산골짜기에 자리 잡은 불가사의한 도시, 울두아르를 보호하는 임무를 맡겼습니다. 그중 제1관리자는 로켄이었으나, 티탄의 오묘한 힘을 손에 쥔 로켄은 그만 암흑에 물들어 온 지역을 혼돈에 빠뜨리고 말았습니다.",602,608165,608204,237598,608243,1,0,0
276,투영의 전당,"리치 왕에게 용감하게 맞선 아제로스의 영웅들이 잔혹하게 살해당하고, 언데드로 되살아나 그의 군대에 편입되는 일이 몇 년 동안 반복되었습니다. 이에 리치 왕을 막으려고 끊임없이 노력해 온 은빛십자군의 티리온 폴드링은 다리온 모그레인이 이끄는 칠흑의 기사단과 손을 잡고 잿빛 선고단을 결성했습니다.",668,608166,608205,336389,608244,0,0,0
277,돌의 전당,"티탄들은 아제로스를 떠나며 충성스러운 수호자들에게 폭풍우 봉우리 산골짜기에 자리 잡은 불가사의한 도시, 울두아르를 보호하는 임무를 맡겼습니다. 그중 제1관리자는 로켄이었으나, 티탄의 오묘한 힘을 손에 쥔 로켄은 그만 암흑에 물들어 온 지역을 혼돈에 빠뜨리고 말았습니다.",599,608167,608206,237599,608245,0,0,0
278,사론의 구덩이,"리치 왕에게 용감하게 맞선 아제로스의 영웅들이 잔혹하게 살해당하고, 언데드로 되살아나 그의 군대에 편입되는 일이 몇 년 동안 반복되었습니다. 이에 리치 왕을 막으려고 끊임없이 노력해 온 은빛십자군의 티리온 폴드링은 다리온 모그레인이 이끄는 칠흑의 기사단과 손을 잡고 잿빛 선고단을 결성했습니다.",658,608171,608210,336391,608249,0,0,0
279,옛 스트라솔름,"시간의 동굴 안 깊은 곳에서 생각에 잠긴 용 노즈도르무가 깨어났습니다. 시간의 미묘한 균형을 유지하는 것을 소명으로 여기는 청동용군단은 변화하는 시간의 길, 그 구불구불한 미로를 세계가 요람기에 있을 때부터 감시하고 보호해 왔습니다.",595,608180,608219,237601,608258,0,0,0
